defect_id,asset_id,section_id,defect_type,severity,detected_date,overdue_days,status,location
DEF-TSK-00188,AST-S_A-0093,SEC-RKMP-BPL,AxleCounterCalibrationDefect,2,2026-10-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00189,AST-TRA-0241,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-11-27,0,OPEN,KM-RKMP-BPL
DEF-TSK-00190,AST-ENG-0127,SEC-RKMP-BPL,RailGrindingDefect,4,2026-09-29,0,OPEN,KM-RKMP-BPL
DEF-TSK-00191,AST-S_A-0493,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-11-29,2,OPEN,KM-RKMP-BPL
DEF-TSK-00192,AST-TRA-0069,SEC-RKMP-BPL,OHEInspectionDefect,5,2026-09-30,2,OPEN,KM-RKMP-BPL
DEF-TSK-00193,AST-ENG-0423,SEC-RKMP-BPL,JointWeldingDefect,5,2026-10-27,2,OPEN,KM-RKMP-BPL
DEF-TSK-00194,AST-S_A-0127,SEC-RKMP-BPL,TurnoutAdjustmentDefect,3,2026-09-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00195,AST-TRA-0149,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-10-06,0,OPEN,KM-RKMP-BPL
DEF-TSK-00196,AST-ENG-0104,SEC-RKMP-BPL,TrackTampingDefect,4,2026-11-25,0,OPEN,KM-RKMP-BPL
DEF-TSK-00197,AST-S_A-0133,SEC-RKMP-BPL,PointMachineOverhaulDefect,2,2026-11-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00198,AST-TRA-0123,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-11-05,0,OPEN,KM-RKMP-BPL
DEF-TSK-00199,AST-ENG-0266,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-09-25,2,OPEN,KM-RKMP-BPL
DEF-TSK-00200,AST-S_A-0471,SEC-RKMP-BPL,TurnoutAdjustmentDefect,2,2026-11-21,0,OPEN,KM-RKMP-BPL
DEF-TSK-00201,AST-TRA-0265,SEC-RKMP-BPL,OHEInspectionDefect,5,2026-10-20,2,OPEN,KM-RKMP-BPL
DEF-TSK-00202,AST-ENG-0063,SEC-RKMP-BPL,RailGrindingDefect,2,2026-11-26,0,OPEN,KM-RKMP-BPL
DEF-TSK-00203,AST-S_A-0278,SEC-RKMP-BPL,PointMachineOverhaulDefect,5,2026-09-21,2,OPEN,KM-RKMP-BPL
DEF-TSK-00204,AST-TRA-0060,SEC-RKMP-BPL,OHEInspectionDefect,2,2026-11-23,0,OPEN,KM-RKMP-BPL
DEF-TSK-00205,AST-ENG-0201,SEC-RKMP-BPL,JointWeldingDefect,2,2026-10-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00206,AST-S_A-0371,SEC-RKMP-BPL,AxleCounterCalibrationDefect,4,2026-10-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00207,AST-TRA-0026,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-10-03,0,OPEN,KM-RKMP-BPL
DEF-TSK-00208,AST-ENG-0397,SEC-RKMP-BPL,SleeperRenewalDefect,2,2026-09-21,0,OPEN,KM-RKMP-BPL
DEF-TSK-00209,AST-S_A-0002,SEC-RKMP-BPL,AxleCounterCalibrationDefect,5,2026-11-30,2,OPEN,KM-RKMP-BPL
DEF-TSK-00210,AST-TRA-0230,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-09-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00211,AST-ENG-0461,SEC-RKMP-BPL,TrackTampingDefect,2,2026-10-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00212,AST-S_A-0300,SEC-RKMP-BPL,SignalCableRenewalDefect,3,2026-10-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00213,AST-TRA-0340,SEC-RKMP-BPL,ContactWireReplacementDefect,2,2026-11-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00214,AST-ENG-0375,SEC-RKMP-BPL,SleeperRenewalDefect,2,2026-11-30,0,OPEN,KM-RKMP-BPL
DEF-TSK-00215,AST-S_A-0474,SEC-RKMP-BPL,PointMachineOverhaulDefect,4,2026-10-05,0,OPEN,KM-RKMP-BPL
DEF-TSK-00216,AST-TRA-0360,SEC-RKMP-BPL,ContactWireReplacementDefect,2,2026-10-18,0,OPEN,KM-RKMP-BPL
DEF-TSK-00217,AST-ENG-0172,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-10-09,2,OPEN,KM-RKMP-BPL
DEF-TSK-00218,AST-S_A-0046,SEC-RKMP-BPL,AxleCounterCalibrationDefect,2,2026-11-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00219,AST-TRA-0164,SEC-RKMP-BPL,InsulatorReplacementDefect,4,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00220,AST-ENG-0334,SEC-RKMP-BPL,JointWeldingDefect,5,2026-09-14,2,OPEN,KM-RKMP-BPL
DEF-TSK-00221,AST-S_A-0142,SEC-RKMP-BPL,PointMachineOverhaulDefect,4,2026-11-02,0,OPEN,KM-RKMP-BPL
DEF-TSK-00222,AST-TRA-0351,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-11-26,0,OPEN,KM-RKMP-BPL
DEF-TSK-00223,AST-ENG-0161,SEC-RKMP-BPL,TrackTampingDefect,3,2026-11-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00224,AST-S_A-0201,SEC-RKMP-BPL,SignalCableRenewalDefect,2,2026-11-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00225,AST-TRA-0427,SEC-RKMP-BPL,InsulatorReplacementDefect,3,2026-10-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00226,AST-ENG-0168,SEC-RKMP-BPL,JointWeldingDefect,2,2026-09-24,0,OPEN,KM-RKMP-BPL
DEF-TSK-00227,AST-S_A-0490,SEC-RKMP-BPL,AxleCounterCalibrationDefect,2,2026-11-08,0,OPEN,KM-RKMP-BPL
DEF-TSK-00228,AST-TRA-0229,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-09-24,0,OPEN,KM-RKMP-BPL
DEF-TSK-00229,AST-ENG-0293,SEC-RKMP-BPL,BallastCleaningDefect,2,2026-10-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00230,AST-S_A-0084,SEC-RKMP-BPL,SignalCableRenewalDefect,2,2026-09-03,0,OPEN,KM-RKMP-BPL
DEF-TSK-00231,AST-TRA-0070,SEC-RKMP-BPL,ContactWireReplacementDefect,3,2026-11-10,0,OPEN,KM-RKMP-BPL
DEF-TSK-00232,AST-ENG-0097,SEC-RKMP-BPL,RailGrindingDefect,4,2026-09-16,0,OPEN,KM-RKMP-BPL
DEF-TSK-00233,AST-S_A-0491,SEC-RKMP-BPL,PointMachineOverhaulDefect,2,2026-09-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00234,AST-TRA-0443,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-11-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00235,AST-ENG-0212,SEC-RKMP-BPL,TrackTampingDefect,4,2026-10-22,0,OPEN,KM-RKMP-BPL
DEF-TSK-00236,AST-S_A-0497,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-11-30,2,OPEN,KM-RKMP-BPL
DEF-TSK-00237,AST-TRA-0364,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-11-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00238,AST-ENG-0026,SEC-RKMP-BPL,RailGrindingDefect,4,2026-11-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00239,AST-S_A-0411,SEC-RKMP-BPL,AxleCounterCalibrationDefect,4,2026-10-10,0,OPEN,KM-RKMP-BPL
DEF-TSK-00240,AST-TRA-0246,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-11-21,0,OPEN,KM-RKMP-BPL
DEF-TSK-00241,AST-ENG-0077,SEC-RKMP-BPL,RailGrindingDefect,5,2026-10-20,2,OPEN,KM-RKMP-BPL
DEF-TSK-00242,AST-S_A-0001,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-10-11,2,OPEN,KM-RKMP-BPL
DEF-TSK-00243,AST-TRA-0327,SEC-RKMP-BPL,OHEInspectionDefect,5,2026-11-15,2,OPEN,KM-RKMP-BPL
DEF-TSK-00244,AST-ENG-0431,SEC-RKMP-BPL,TrackTampingDefect,2,2026-11-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00245,AST-S_A-0198,SEC-RKMP-BPL,PointMachineOverhaulDefect,2,2026-11-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00246,AST-TRA-0376,SEC-RKMP-BPL,DropperReplacementDefect,3,2026-10-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00247,AST-ENG-0376,SEC-RKMP-BPL,SleeperRenewalDefect,5,2026-09-13,2,OPEN,KM-RKMP-BPL
DEF-TSK-00248,AST-S_A-0088,SEC-RKMP-BPL,TurnoutAdjustmentDefect,4,2026-11-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00249,AST-TRA-0327,SEC-RKMP-BPL,InsulatorReplacementDefect,4,2026-10-12,0,OPEN,KM-RKMP-BPL
DEF-TSK-00250,AST-ENG-0437,SEC-RKMP-BPL,JointWeldingDefect,4,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00251,AST-S_A-0368,SEC-RKMP-BPL,PointMachineOverhaulDefect,3,2026-10-23,0,OPEN,KM-RKMP-BPL
DEF-TSK-00252,AST-TRA-0014,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-09-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00253,AST-ENG-0210,SEC-RKMP-BPL,RailGrindingDefect,2,2026-11-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00254,AST-S_A-0136,SEC-RKMP-BPL,AxleCounterCalibrationDefect,3,2026-10-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00255,AST-TRA-0034,SEC-RKMP-BPL,InsulatorReplacementDefect,4,2026-09-03,0,OPEN,KM-RKMP-BPL
DEF-TSK-00256,AST-ENG-0086,SEC-RKMP-BPL,SleeperRenewalDefect,4,2026-11-21,0,OPEN,KM-RKMP-BPL
DEF-TSK-00257,AST-S_A-0030,SEC-RKMP-BPL,PointMachineOverhaulDefect,5,2026-09-22,2,OPEN,KM-RKMP-BPL
DEF-TSK-00258,AST-TRA-0340,SEC-RKMP-BPL,OHEInspectionDefect,2,2026-09-22,0,OPEN,KM-RKMP-BPL
DEF-TSK-00259,AST-ENG-0089,SEC-RKMP-BPL,BallastCleaningDefect,3,2026-09-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00260,AST-S_A-0028,SEC-RKMP-BPL,TurnoutAdjustmentDefect,3,2026-10-04,0,OPEN,KM-RKMP-BPL
DEF-TSK-00261,AST-TRA-0445,SEC-RKMP-BPL,InsulatorReplacementDefect,5,2026-11-24,2,OPEN,KM-RKMP-BPL
DEF-TSK-00262,AST-ENG-0058,SEC-RKMP-BPL,TrackTampingDefect,4,2026-10-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00263,AST-S_A-0410,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-10-19,2,OPEN,KM-RKMP-BPL
DEF-TSK-00264,AST-TRA-0201,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-10-01,0,OPEN,KM-RKMP-BPL
DEF-TSK-00265,AST-ENG-0086,SEC-RKMP-BPL,JointWeldingDefect,2,2026-11-29,0,OPEN,KM-RKMP-BPL
DEF-TSK-00266,AST-S_A-0191,SEC-RKMP-BPL,AxleCounterCalibrationDefect,5,2026-10-08,2,OPEN,KM-RKMP-BPL
DEF-TSK-00267,AST-TRA-0161,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00268,AST-ENG-0180,SEC-RKMP-BPL,BallastCleaningDefect,3,2026-10-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00269,AST-S_A-0467,SEC-RKMP-BPL,AxleCounterCalibrationDefect,4,2026-10-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00270,AST-TRA-0231,SEC-RKMP-BPL,OHEInspectionDefect,4,2026-10-31,0,OPEN,KM-RKMP-BPL
DEF-TSK-00271,AST-ENG-0190,SEC-RKMP-BPL,TrackTampingDefect,4,2026-09-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00272,AST-S_A-0108,SEC-RKMP-BPL,AxleCounterCalibrationDefect,3,2026-10-23,0,OPEN,KM-RKMP-BPL
DEF-TSK-00273,AST-TRA-0464,SEC-RKMP-BPL,InsulatorReplacementDefect,5,2026-10-26,2,OPEN,KM-RKMP-BPL
DEF-TSK-00274,AST-ENG-0473,SEC-RKMP-BPL,SleeperRenewalDefect,4,2026-10-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00275,AST-S_A-0020,SEC-RKMP-BPL,SignalCableRenewalDefect,5,2026-11-02,2,OPEN,KM-RKMP-BPL
DEF-TSK-00276,AST-TRA-0372,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-11-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00277,AST-ENG-0394,SEC-RKMP-BPL,BallastCleaningDefect,4,2026-10-02,0,OPEN,KM-RKMP-BPL
DEF-TSK-00278,AST-S_A-0136,SEC-RKMP-BPL,TurnoutAdjustmentDefect,2,2026-09-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00279,AST-TRA-0483,SEC-RKMP-BPL,ContactWireReplacementDefect,5,2026-11-27,2,OPEN,KM-RKMP-BPL
DEF-TSK-00280,AST-ENG-0298,SEC-RKMP-BPL,JointWeldingDefect,5,2026-11-20,2,OPEN,KM-RKMP-BPL
DEF-TSK-00281,AST-S_A-0406,SEC-RKMP-BPL,PointMachineOverhaulDefect,4,2026-10-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00282,AST-TRA-0213,SEC-RKMP-BPL,InsulatorReplacementDefect,5,2026-10-05,2,OPEN,KM-RKMP-BPL
DEF-TSK-00283,AST-ENG-0398,SEC-RKMP-BPL,JointWeldingDefect,4,2026-11-16,0,OPEN,KM-RKMP-BPL
DEF-TSK-00284,AST-S_A-0012,SEC-RKMP-BPL,TurnoutAdjustmentDefect,3,2026-10-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00285,AST-TRA-0335,SEC-RKMP-BPL,DropperReplacementDefect,5,2026-10-06,2,OPEN,KM-RKMP-BPL
DEF-TSK-00286,AST-ENG-0231,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-10-19,2,OPEN,KM-RKMP-BPL
DEF-TSK-00287,AST-S_A-0095,SEC-RKMP-BPL,SignalCableRenewalDefect,2,2026-10-03,0,OPEN,KM-RKMP-BPL
DEF-TSK-00288,AST-TRA-0405,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-11-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00289,AST-ENG-0318,SEC-RKMP-BPL,JointWeldingDefect,5,2026-10-11,2,OPEN,KM-RKMP-BPL
DEF-TSK-00290,AST-S_A-0268,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-11-30,2,OPEN,KM-RKMP-BPL
DEF-TSK-00291,AST-TRA-0353,SEC-RKMP-BPL,ContactWireReplacementDefect,5,2026-09-29,2,OPEN,KM-RKMP-BPL
DEF-TSK-00292,AST-ENG-0468,SEC-RKMP-BPL,RailGrindingDefect,5,2026-11-16,2,OPEN,KM-RKMP-BPL
DEF-TSK-00293,AST-S_A-0418,SEC-RKMP-BPL,TurnoutAdjustmentDefect,4,2026-09-16,0,OPEN,KM-RKMP-BPL
DEF-TSK-00294,AST-TRA-0199,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-10-12,0,OPEN,KM-RKMP-BPL
DEF-TSK-00295,AST-ENG-0095,SEC-RKMP-BPL,SleeperRenewalDefect,5,2026-09-28,2,OPEN,KM-RKMP-BPL
DEF-TSK-00296,AST-S_A-0434,SEC-RKMP-BPL,SignalCableRenewalDefect,3,2026-11-04,0,OPEN,KM-RKMP-BPL
DEF-TSK-00297,AST-TRA-0472,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-09-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00298,AST-ENG-0450,SEC-RKMP-BPL,JointWeldingDefect,3,2026-11-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00299,AST-S_A-0194,SEC-RKMP-BPL,AxleCounterCalibrationDefect,5,2026-10-05,2,OPEN,KM-RKMP-BPL
DEF-TSK-00300,AST-TRA-0039,SEC-RKMP-BPL,DropperReplacementDefect,4,2026-11-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00301,AST-ENG-0018,SEC-RKMP-BPL,TrackTampingDefect,4,2026-09-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00302,AST-S_A-0258,SEC-RKMP-BPL,PointMachineOverhaulDefect,3,2026-11-25,0,OPEN,KM-RKMP-BPL
DEF-TSK-00303,AST-TRA-0077,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-09-08,0,OPEN,KM-RKMP-BPL
DEF-TSK-00304,AST-ENG-0269,SEC-RKMP-BPL,RailGrindingDefect,4,2026-10-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00305,AST-S_A-0433,SEC-RKMP-BPL,SignalCableRenewalDefect,5,2026-11-26,2,OPEN,KM-RKMP-BPL
DEF-TSK-00306,AST-TRA-0113,SEC-RKMP-BPL,OHEInspectionDefect,2,2026-10-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00307,AST-ENG-0271,SEC-RKMP-BPL,TrackTampingDefect,2,2026-09-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00308,AST-S_A-0218,SEC-RKMP-BPL,TurnoutAdjustmentDefect,5,2026-09-23,2,OPEN,KM-RKMP-BPL
DEF-TSK-00309,AST-TRA-0469,SEC-RKMP-BPL,DropperReplacementDefect,3,2026-09-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00310,AST-ENG-0255,SEC-RKMP-BPL,TrackTampingDefect,3,2026-10-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00311,AST-S_A-0211,SEC-RKMP-BPL,AxleCounterCalibrationDefect,4,2026-09-08,0,OPEN,KM-RKMP-BPL
DEF-TSK-00312,AST-TRA-0026,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-11-29,0,OPEN,KM-RKMP-BPL
DEF-TSK-00313,AST-ENG-0031,SEC-RKMP-BPL,SleeperRenewalDefect,4,2026-11-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00314,AST-S_A-0319,SEC-RKMP-BPL,PointMachineOverhaulDefect,3,2026-11-18,0,OPEN,KM-RKMP-BPL
DEF-TSK-00315,AST-TRA-0336,SEC-RKMP-BPL,InsulatorReplacementDefect,3,2026-11-27,0,OPEN,KM-RKMP-BPL
DEF-TSK-00316,AST-ENG-0253,SEC-RKMP-BPL,RailGrindingDefect,3,2026-11-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00317,AST-S_A-0066,SEC-RKMP-BPL,PointMachineOverhaulDefect,2,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00318,AST-TRA-0137,SEC-RKMP-BPL,DropperReplacementDefect,5,2026-09-12,2,OPEN,KM-RKMP-BPL
DEF-TSK-00319,AST-ENG-0099,SEC-RKMP-BPL,RailGrindingDefect,4,2026-09-28,0,OPEN,KM-RKMP-BPL
DEF-TSK-00320,AST-S_A-0355,SEC-RKMP-BPL,TurnoutAdjustmentDefect,4,2026-09-18,0,OPEN,KM-RKMP-BPL
DEF-TSK-00321,AST-TRA-0137,SEC-RKMP-BPL,OHEInspectionDefect,4,2026-09-30,0,OPEN,KM-RKMP-BPL
DEF-TSK-00322,AST-ENG-0035,SEC-RKMP-BPL,TrackTampingDefect,2,2026-10-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00323,AST-S_A-0225,SEC-RKMP-BPL,TurnoutAdjustmentDefect,2,2026-11-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00324,AST-TRA-0234,SEC-RKMP-BPL,ContactWireReplacementDefect,2,2026-10-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00325,AST-ENG-0137,SEC-RKMP-BPL,TrackTampingDefect,4,2026-09-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00326,AST-S_A-0118,SEC-RKMP-BPL,AxleCounterCalibrationDefect,3,2026-11-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00327,AST-TRA-0434,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-11-30,0,OPEN,KM-RKMP-BPL
DEF-TSK-00328,AST-ENG-0396,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-10-14,2,OPEN,KM-RKMP-BPL
DEF-TSK-00329,AST-S_A-0239,SEC-RKMP-BPL,SignalCableRenewalDefect,4,2026-10-16,0,OPEN,KM-RKMP-BPL
DEF-TSK-00330,AST-TRA-0419,SEC-RKMP-BPL,DropperReplacementDefect,2,2026-09-12,0,OPEN,KM-RKMP-BPL
DEF-TSK-00331,AST-ENG-0498,SEC-RKMP-BPL,SleeperRenewalDefect,2,2026-11-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00332,AST-S_A-0135,SEC-RKMP-BPL,SignalCableRenewalDefect,4,2026-10-26,0,OPEN,KM-RKMP-BPL
DEF-TSK-00333,AST-TRA-0149,SEC-RKMP-BPL,DropperReplacementDefect,5,2026-09-18,2,OPEN,KM-RKMP-BPL
DEF-TSK-00334,AST-ENG-0475,SEC-RKMP-BPL,SleeperRenewalDefect,4,2026-10-08,0,OPEN,KM-RKMP-BPL
DEF-TSK-00335,AST-S_A-0088,SEC-RKMP-BPL,SignalCableRenewalDefect,4,2026-11-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00336,AST-TRA-0339,SEC-RKMP-BPL,OHEInspectionDefect,3,2026-11-14,0,OPEN,KM-RKMP-BPL
DEF-TSK-00337,AST-ENG-0133,SEC-RKMP-BPL,BallastCleaningDefect,4,2026-10-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00338,AST-S_A-0386,SEC-RKMP-BPL,SignalCableRenewalDefect,4,2026-10-06,0,OPEN,KM-RKMP-BPL
DEF-TSK-00339,AST-TRA-0286,SEC-RKMP-BPL,DropperReplacementDefect,4,2026-11-30,0,OPEN,KM-RKMP-BPL
DEF-TSK-00340,AST-ENG-0405,SEC-RKMP-BPL,SleeperRenewalDefect,2,2026-09-10,0,OPEN,KM-RKMP-BPL
DEF-TSK-00341,AST-S_A-0095,SEC-RKMP-BPL,TurnoutAdjustmentDefect,4,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00342,AST-TRA-0322,SEC-RKMP-BPL,DropperReplacementDefect,3,2026-11-03,0,OPEN,KM-RKMP-BPL
DEF-TSK-00343,AST-ENG-0462,SEC-RKMP-BPL,RailGrindingDefect,4,2026-09-24,0,OPEN,KM-RKMP-BPL
DEF-TSK-00344,AST-S_A-0235,SEC-RKMP-BPL,PointMachineOverhaulDefect,2,2026-09-20,0,OPEN,KM-RKMP-BPL
DEF-TSK-00345,AST-TRA-0399,SEC-RKMP-BPL,ContactWireReplacementDefect,3,2026-11-22,0,OPEN,KM-RKMP-BPL
DEF-TSK-00346,AST-ENG-0128,SEC-RKMP-BPL,TrackTampingDefect,4,2026-09-15,0,OPEN,KM-RKMP-BPL
DEF-TSK-00347,AST-S_A-0424,SEC-RKMP-BPL,PointMachineOverhaulDefect,5,2026-10-08,2,OPEN,KM-RKMP-BPL
DEF-TSK-00348,AST-TRA-0320,SEC-RKMP-BPL,InsulatorReplacementDefect,3,2026-11-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00349,AST-ENG-0425,SEC-RKMP-BPL,RailGrindingDefect,3,2026-09-23,0,OPEN,KM-RKMP-BPL
DEF-TSK-00350,AST-S_A-0310,SEC-RKMP-BPL,TurnoutAdjustmentDefect,2,2026-11-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00351,AST-TRA-0365,SEC-RKMP-BPL,ContactWireReplacementDefect,4,2026-10-12,0,OPEN,KM-RKMP-BPL
DEF-TSK-00352,AST-ENG-0411,SEC-RKMP-BPL,TrackTampingDefect,5,2026-11-08,2,OPEN,KM-RKMP-BPL
DEF-TSK-00353,AST-S_A-0120,SEC-RKMP-BPL,AxleCounterCalibrationDefect,4,2026-10-17,0,OPEN,KM-RKMP-BPL
DEF-TSK-00354,AST-TRA-0394,SEC-RKMP-BPL,InsulatorReplacementDefect,2,2026-11-23,0,OPEN,KM-RKMP-BPL
DEF-TSK-00355,AST-ENG-0262,SEC-RKMP-BPL,RailGrindingDefect,2,2026-09-19,0,OPEN,KM-RKMP-BPL
DEF-TSK-00356,AST-S_A-0459,SEC-RKMP-BPL,AxleCounterCalibrationDefect,3,2026-11-29,0,OPEN,KM-RKMP-BPL
DEF-TSK-00357,AST-TRA-0494,SEC-RKMP-BPL,ContactWireReplacementDefect,2,2026-09-11,0,OPEN,KM-RKMP-BPL
DEF-TSK-00358,AST-ENG-0394,SEC-RKMP-BPL,BallastCleaningDefect,4,2026-10-07,0,OPEN,KM-RKMP-BPL
DEF-TSK-00359,AST-S_A-0386,SEC-RKMP-BPL,TurnoutAdjustmentDefect,4,2026-10-02,0,OPEN,KM-RKMP-BPL
DEF-TSK-00360,AST-TRA-0013,SEC-RKMP-BPL,InsulatorReplacementDefect,3,2026-09-22,0,OPEN,KM-RKMP-BPL
DEF-TSK-00361,AST-ENG-0028,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-10-03,2,OPEN,KM-RKMP-BPL
DEF-TSK-00362,AST-S_A-0199,SEC-RKMP-BPL,AxleCounterCalibrationDefect,3,2026-11-26,0,OPEN,KM-RKMP-BPL
DEF-TSK-00363,AST-TRA-0434,SEC-RKMP-BPL,DropperReplacementDefect,3,2026-11-08,0,OPEN,KM-RKMP-BPL
DEF-TSK-00364,AST-ENG-0390,SEC-RKMP-BPL,BallastCleaningDefect,5,2026-09-24,2,OPEN,KM-RKMP-BPL
DEF-TSK-00365,AST-S_A-0480,SEC-RKMP-BPL,PointMachineOverhaulDefect,4,2026-11-05,0,OPEN,KM-RKMP-BPL
DEF-TSK-00366,AST-TRA-0239,SEC-RKMP-BPL,ContactWireReplacementDefect,2,2026-10-13,0,OPEN,KM-RKMP-BPL
DEF-TSK-00367,AST-ENG-0406,SEC-RKMP-BPL,JointWeldingDefect,5,2026-10-04,2,OPEN,KM-RKMP-BPL
DEF-TSK-00368,AST-S_A-0487,SEC-RKMP-BPL,PointMachineOverhaulDefect,4,2026-11-22,0,OPEN,KM-RKMP-BPL
DEF-TSK-00369,AST-TRA-0106,SEC-RKMP-BPL,OHEInspectionDefect,5,2026-09-11,2,OPEN,KM-RKMP-BPL
DEF-TSK-00370,AST-ENG-0495,SEC-RKMP-BPL,TrackTampingDefect,4,2026-09-09,0,OPEN,KM-RKMP-BPL
DEF-TSK-00371,AST-S_A-0388,SEC-RKMP-BPL,TurnoutAdjustmentDefect,3,2026-10-29,0,OPEN,KM-RKMP-BPL
DEF-TSK-00372,AST-TRA-0357,SEC-RKMP-BPL,InsulatorReplacementDefect,2,2026-10-12,0,OPEN,KM-RKMP-BPL
DEF-TSK-00373,AST-ENG-0399,SEC-RKMP-BPL,BallastCleaningDefect,4,2026-09-26,0,OPEN,KM-RKMP-BPL
DEF-TSK-00374,AST-S_A-0166,SEC-RKMP-BPL,SignalCableRenewalDefect,5,2026-11-03,2,OPEN,KM-RKMP-BPL
