asset_id,asset_type,department,section_id,location,criticality,condition_score,traffic_load,age_years,installation_date,last_maintenance_date
AST-ENG-0196,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.4,3,78.3,35.88,20,2006-03-01,2026-01-24
AST-S_A-0197,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.4,4,58.6,47.1,5,2021-03-01,2025-10-18
AST-TRA-0198,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.5,2,77.4,45.62,9,2017-03-01,2025-12-31
AST-ENG-0199,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.5,3,73.9,37.37,6,2020-03-01,2025-12-01
AST-S_A-0200,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.5,2,67.9,47.19,7,2019-03-02,2025-10-30
AST-TRA-0201,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.5,2,77.9,33.9,13,2013-03-01,2025-12-25
AST-ENG-0202,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-2.5,5,80.3,47.69,16,2010-03-01,2025-09-05
AST-S_A-0203,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.5,2,80.9,34.09,24,2002-03-01,2026-01-09
AST-TRA-0204,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.5,2,61.0,40.34,11,2015-03-02,2025-11-17
AST-ENG-0205,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.5,3,74.9,45.04,5,2021-03-01,2025-12-15
AST-S_A-0206,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-2.6,4,82.8,35.43,21,2005-03-01,2025-12-10
AST-TRA-0207,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.6,5,93.9,46.83,20,2006-03-01,2025-12-09
AST-ENG-0208,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-2.6,5,65.2,33.29,5,2021-03-01,2025-09-28
AST-S_A-0209,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-2.6,4,83.6,32.91,5,2021-03-01,2025-09-22
AST-TRA-0210,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.6,5,92.4,38.62,18,2008-03-01,2026-01-05
AST-ENG-0211,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-2.6,3,69.3,45.76,7,2019-03-02,2026-02-14
AST-S_A-0212,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-2.6,4,96.8,38.59,10,2016-03-01,2025-11-18
AST-TRA-0213,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.6,2,78.1,47.04,11,2015-03-02,2026-01-31
AST-ENG-0214,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.7,5,81.1,39.09,24,2002-03-01,2026-01-11
AST-S_A-0215,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-2.7,2,86.7,46.34,7,2019-03-02,2026-02-14
AST-TRA-0216,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.7,4,90.0,36.01,14,2012-03-01,2025-11-19
AST-ENG-0217,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.7,5,81.8,42.83,5,2021-03-01,2025-12-15
AST-S_A-0218,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.7,3,82.8,34.83,14,2012-03-01,2026-02-06
AST-TRA-0219,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.7,5,99.5,43.02,9,2017-03-01,2025-11-01
AST-ENG-0220,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-2.7,3,79.3,36.76,8,2018-03-01,2025-11-01
AST-S_A-0221,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-2.7,5,75.4,29.24,1,2025-03-01,2025-12-11
AST-TRA-0222,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.8,2,75.2,40.65,13,2013-03-01,2025-12-12
AST-ENG-0223,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-2.8,3,67.6,37.22,24,2002-03-01,2025-12-27
AST-S_A-0224,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-2.8,4,82.4,47.0,14,2012-03-01,2025-12-20
AST-TRA-0225,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.8,4,81.7,28.81,5,2021-03-01,2025-09-04
AST-ENG-0226,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-2.8,5,75.0,41.2,5,2021-03-01,2025-12-27
AST-S_A-0227,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.8,3,91.1,36.06,24,2002-03-01,2025-09-20
AST-TRA-0228,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.8,4,79.2,46.14,9,2017-03-01,2025-12-07
AST-ENG-0229,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-2.8,3,73.9,36.8,17,2009-03-01,2026-01-03
AST-S_A-0230,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-2.9,2,84.7,41.11,19,2007-03-02,2025-10-28
AST-TRA-0231,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.9,3,92.4,43.56,1,2025-03-01,2025-09-12
AST-ENG-0232,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-2.9,3,67.8,30.59,22,2004-03-01,2025-12-31
AST-S_A-0233,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-2.9,3,81.4,46.21,4,2022-03-01,2025-10-15
AST-TRA-0234,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-2.9,4,56.9,47.06,15,2011-03-02,2025-11-06
AST-ENG-0235,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-2.9,4,88.5,47.52,7,2019-03-02,2025-11-21
AST-S_A-0236,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-2.9,4,82.9,36.0,18,2008-03-01,2025-09-23
AST-TRA-0237,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-2.9,4,86.1,45.08,16,2010-03-01,2025-12-22
AST-ENG-0238,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.0,4,85.0,40.64,21,2005-03-01,2025-12-21
AST-S_A-0239,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.0,5,83.4,44.87,7,2019-03-02,2025-09-13
AST-TRA-0240,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.0,4,76.0,43.25,3,2023-03-02,2025-11-27
AST-ENG-0241,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.0,3,79.5,33.79,12,2014-03-01,2025-12-26
AST-S_A-0242,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-3.0,4,76.5,32.38,17,2009-03-01,2025-10-03
AST-TRA-0243,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.0,3,77.4,34.72,22,2004-03-01,2025-12-02
AST-ENG-0244,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.0,5,77.2,43.49,16,2010-03-01,2026-01-26
AST-S_A-0245,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.0,5,68.9,31.08,10,2016-03-01,2026-02-10
AST-TRA-0246,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.1,4,72.1,47.62,16,2010-03-01,2026-02-03
AST-ENG-0247,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.1,5,78.6,45.7,4,2022-03-01,2026-01-09
AST-S_A-0248,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.1,2,62.6,31.53,4,2022-03-01,2025-12-07
AST-TRA-0249,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.1,4,85.9,41.05,14,2012-03-01,2026-02-14
AST-ENG-0250,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.1,5,77.3,29.9,18,2008-03-01,2025-10-17
AST-S_A-0251,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.1,3,89.3,36.5,25,2001-03-01,2026-01-11
AST-TRA-0252,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.1,4,67.0,43.75,18,2008-03-01,2025-09-30
AST-ENG-0253,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.1,4,86.4,42.98,21,2005-03-01,2025-10-20
AST-S_A-0254,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.1,4,75.6,30.88,15,2011-03-02,2025-09-22
AST-TRA-0255,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.2,3,81.5,29.35,3,2023-03-02,2025-11-22
AST-ENG-0256,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.2,2,70.5,43.49,3,2023-03-02,2026-02-09
AST-S_A-0257,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-3.2,5,77.0,30.94,17,2009-03-01,2026-02-04
AST-TRA-0258,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.2,5,75.4,44.38,2,2024-03-01,2026-01-30
AST-ENG-0259,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.2,4,78.6,43.05,10,2016-03-01,2026-01-12
AST-S_A-0260,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.2,5,95.2,35.36,11,2015-03-02,2026-01-09
AST-TRA-0261,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.2,5,84.9,29.72,6,2020-03-01,2025-12-21
AST-ENG-0262,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.2,3,88.3,35.97,18,2008-03-01,2025-09-04
AST-S_A-0263,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.3,4,85.0,35.86,4,2022-03-01,2026-01-15
AST-TRA-0264,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.3,5,53.5,31.85,16,2010-03-01,2026-01-09
AST-ENG-0265,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.3,3,62.9,39.33,17,2009-03-01,2025-10-14
AST-S_A-0266,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.3,5,96.0,28.53,14,2012-03-01,2026-02-06
AST-TRA-0267,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.3,4,76.8,36.37,16,2010-03-01,2026-01-03
AST-ENG-0268,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.3,5,70.4,35.71,19,2007-03-02,2026-01-01
AST-S_A-0269,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.3,3,86.5,41.53,14,2012-03-01,2025-09-28
AST-TRA-0270,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.3,2,64.2,45.89,20,2006-03-01,2025-10-31
AST-ENG-0271,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.4,5,93.3,37.52,5,2021-03-01,2025-09-29
AST-S_A-0272,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.4,2,97.3,39.72,12,2014-03-01,2026-01-13
AST-TRA-0273,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.4,3,67.4,32.14,17,2009-03-01,2026-01-28
AST-ENG-0274,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.4,3,77.0,45.21,5,2021-03-01,2025-12-24
AST-S_A-0275,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-3.4,2,99.5,33.3,10,2016-03-01,2025-09-14
AST-TRA-0276,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.4,3,76.1,46.59,18,2008-03-01,2026-01-29
AST-ENG-0277,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.4,2,55.5,30.44,3,2023-03-02,2026-01-13
AST-S_A-0278,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.4,5,90.9,38.52,4,2022-03-01,2025-09-03
AST-TRA-0279,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.5,4,85.3,46.97,2,2024-03-01,2026-01-31
AST-ENG-0280,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.5,5,72.5,47.57,9,2017-03-01,2025-11-24
AST-S_A-0281,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.5,5,78.9,35.95,13,2013-03-01,2025-10-06
AST-TRA-0282,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.5,2,83.7,31.86,25,2001-03-01,2026-01-28
AST-ENG-0283,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.5,4,94.8,36.17,22,2004-03-01,2025-12-04
AST-S_A-0284,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-3.5,4,73.9,46.66,19,2007-03-02,2025-12-12
AST-TRA-0285,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.5,4,93.2,37.24,9,2017-03-01,2025-12-28
AST-ENG-0286,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.5,4,71.7,34.91,2,2024-03-01,2025-12-14
AST-S_A-0287,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.6,3,88.0,35.78,3,2023-03-02,2025-09-25
AST-TRA-0288,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.6,4,77.5,33.15,14,2012-03-01,2025-10-01
AST-ENG-0289,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.6,4,83.9,29.05,24,2002-03-01,2025-10-29
AST-S_A-0290,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.6,3,81.7,39.58,25,2001-03-01,2026-02-14
AST-TRA-0291,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.6,4,81.6,28.53,1,2025-03-01,2025-12-21
AST-ENG-0292,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-3.6,5,57.9,37.32,12,2014-03-01,2026-02-14
AST-S_A-0293,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.6,3,77.8,35.46,20,2006-03-01,2025-09-27
AST-TRA-0294,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.6,3,73.6,43.5,4,2022-03-01,2025-11-25
AST-ENG-0295,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.7,5,62.2,45.11,14,2012-03-01,2025-09-27
AST-S_A-0296,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.7,4,78.5,35.49,3,2023-03-02,2026-01-29
AST-TRA-0297,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.7,4,75.5,47.64,21,2005-03-01,2025-10-17
AST-ENG-0298,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.7,4,50.2,36.35,4,2022-03-01,2026-01-26
AST-S_A-0299,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.7,5,82.0,34.08,20,2006-03-01,2025-10-17
AST-TRA-0300,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.7,2,81.8,37.27,11,2015-03-02,2025-10-24
AST-ENG-0301,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.7,4,77.8,40.37,5,2021-03-01,2026-01-23
AST-S_A-0302,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.7,4,80.9,32.29,12,2014-03-01,2026-01-22
AST-TRA-0303,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.8,3,67.3,46.95,5,2021-03-01,2026-01-13
AST-ENG-0304,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.8,5,96.6,29.61,15,2011-03-02,2025-10-30
AST-S_A-0305,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.8,4,70.0,36.62,22,2004-03-01,2025-12-16
AST-TRA-0306,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.8,4,67.7,47.17,17,2009-03-01,2026-02-08
AST-ENG-0307,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.8,3,76.9,28.9,18,2008-03-01,2025-12-25
AST-S_A-0308,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.8,5,81.5,44.69,24,2002-03-01,2026-01-20
AST-TRA-0309,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.8,5,73.9,35.94,14,2012-03-01,2025-10-07
AST-ENG-0310,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.8,2,60.7,34.21,20,2006-03-01,2026-01-14
AST-S_A-0311,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-3.9,5,91.3,45.35,8,2018-03-01,2026-01-24
AST-TRA-0312,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.9,5,86.3,44.84,10,2016-03-01,2025-09-12
AST-ENG-0313,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-3.9,5,83.6,38.87,4,2022-03-01,2025-09-08
AST-S_A-0314,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-3.9,5,90.3,37.66,12,2014-03-01,2025-12-01
AST-TRA-0315,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-3.9,3,78.9,29.8,10,2016-03-01,2025-10-18
AST-ENG-0316,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-3.9,5,68.8,46.61,21,2005-03-01,2025-11-05
AST-S_A-0317,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-3.9,3,59.3,47.51,1,2025-03-01,2025-10-02
AST-TRA-0318,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-3.9,4,83.8,47.54,2,2024-03-01,2026-01-07
AST-ENG-0319,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.0,3,73.1,31.9,2,2024-03-01,2026-01-21
AST-S_A-0320,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.0,5,84.5,40.52,20,2006-03-01,2026-01-12
AST-TRA-0321,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.0,4,62.3,46.98,21,2005-03-01,2026-01-24
AST-ENG-0322,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.0,2,99.5,36.76,16,2010-03-01,2025-09-11
AST-S_A-0323,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.0,5,75.9,31.66,10,2016-03-01,2025-11-05
AST-TRA-0324,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.0,4,68.9,36.7,21,2005-03-01,2026-01-08
AST-ENG-0325,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-4.0,3,75.3,31.76,19,2007-03-02,2025-10-02
AST-S_A-0326,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-4.0,4,80.4,38.16,24,2002-03-01,2025-12-04
AST-TRA-0327,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.1,4,89.2,36.44,25,2001-03-01,2025-09-07
AST-ENG-0328,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.1,4,92.4,40.75,16,2010-03-01,2026-02-06
AST-S_A-0329,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.1,4,74.9,37.51,25,2001-03-01,2025-10-19
AST-TRA-0330,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.1,5,76.9,43.64,23,2003-03-02,2025-12-06
AST-ENG-0331,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.1,5,78.9,34.95,16,2010-03-01,2025-12-05
AST-S_A-0332,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.1,4,70.8,35.42,15,2011-03-02,2025-12-06
AST-TRA-0333,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.1,4,65.1,37.19,21,2005-03-01,2025-11-19
AST-ENG-0334,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.1,4,79.1,31.97,10,2016-03-01,2025-11-03
AST-S_A-0335,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-4.2,5,76.4,30.21,19,2007-03-02,2026-01-29
AST-TRA-0336,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.2,3,95.1,33.83,9,2017-03-01,2025-11-19
AST-ENG-0337,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.2,5,85.8,31.5,23,2003-03-02,2025-10-14
AST-S_A-0338,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.2,4,81.3,33.47,7,2019-03-02,2025-12-26
AST-TRA-0339,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.2,4,67.3,29.4,4,2022-03-01,2025-12-07
AST-ENG-0340,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.2,5,66.5,44.3,6,2020-03-01,2025-12-03
AST-S_A-0341,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.2,3,91.3,31.53,21,2005-03-01,2026-01-07
AST-TRA-0342,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.2,3,56.9,43.04,5,2021-03-01,2025-12-25
AST-ENG-0343,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.3,2,83.5,34.06,7,2019-03-02,2025-09-26
AST-S_A-0344,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.3,3,80.1,46.6,10,2016-03-01,2025-11-24
AST-TRA-0345,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.3,5,65.3,40.27,17,2009-03-01,2025-12-04
AST-ENG-0346,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-4.3,5,73.8,37.22,20,2006-03-01,2026-02-01
AST-S_A-0347,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.3,4,84.2,36.15,1,2025-03-01,2025-12-02
AST-TRA-0348,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.3,4,66.4,30.17,18,2008-03-01,2026-01-08
AST-ENG-0349,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.3,5,68.7,45.46,20,2006-03-01,2026-01-26
AST-S_A-0350,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.3,3,80.4,33.36,21,2005-03-01,2025-11-06
AST-TRA-0351,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.4,3,70.0,33.93,24,2002-03-01,2026-01-10
AST-ENG-0352,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.4,3,70.8,46.99,20,2006-03-01,2025-12-10
AST-S_A-0353,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-4.4,4,70.7,31.51,21,2005-03-01,2026-01-08
AST-TRA-0354,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.4,3,74.1,30.8,8,2018-03-01,2025-10-26
AST-ENG-0355,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-4.4,3,71.7,47.29,21,2005-03-01,2025-11-14
AST-S_A-0356,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.4,4,62.1,33.06,20,2006-03-01,2025-10-09
AST-TRA-0357,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.4,3,63.5,32.26,20,2006-03-01,2025-10-26
AST-ENG-0358,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.4,4,55.9,28.77,6,2020-03-01,2026-01-11
AST-S_A-0359,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.5,5,71.0,35.9,13,2013-03-01,2025-12-21
AST-TRA-0360,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.5,3,87.4,31.91,15,2011-03-02,2025-12-09
AST-ENG-0361,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.5,5,76.3,41.81,12,2014-03-01,2026-01-23
AST-S_A-0362,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.5,4,81.2,46.47,2,2024-03-01,2026-01-05
AST-TRA-0363,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.5,5,89.3,37.36,19,2007-03-02,2026-01-24
AST-ENG-0364,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.5,3,91.6,33.79,5,2021-03-01,2025-10-06
AST-S_A-0365,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-4.5,5,80.9,33.48,23,2003-03-02,2026-01-26
AST-TRA-0366,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.5,2,71.2,36.04,24,2002-03-01,2026-01-08
AST-ENG-0367,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.6,3,70.4,31.24,22,2004-03-01,2025-10-08
AST-S_A-0368,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.6,5,89.8,46.35,16,2010-03-01,2025-09-27
AST-TRA-0369,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.6,3,81.8,45.35,22,2004-03-01,2025-11-17
AST-ENG-0370,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.6,4,79.5,30.57,4,2022-03-01,2025-10-09
AST-S_A-0371,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-4.6,4,87.7,45.53,24,2002-03-01,2026-01-15
AST-TRA-0372,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.6,4,83.0,42.99,16,2010-03-01,2025-12-29
AST-ENG-0373,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.6,3,78.5,38.11,3,2023-03-02,2025-11-23
AST-S_A-0374,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.6,3,71.1,46.26,20,2006-03-01,2026-01-05
AST-TRA-0375,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.7,4,75.6,31.77,19,2007-03-02,2025-12-21
AST-ENG-0376,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-4.7,5,85.5,46.36,4,2022-03-01,2025-09-05
AST-S_A-0377,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.7,4,96.0,47.73,9,2017-03-01,2026-01-09
AST-TRA-0378,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.7,4,78.0,33.68,13,2013-03-01,2025-10-08
AST-ENG-0379,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.7,5,79.4,34.03,10,2016-03-01,2026-01-04
AST-S_A-0380,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.7,3,87.9,41.17,24,2002-03-01,2025-10-01
AST-TRA-0381,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.7,3,67.7,39.27,1,2025-03-01,2025-11-07
AST-ENG-0382,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.7,2,84.4,45.3,19,2007-03-02,2026-02-09
AST-S_A-0383,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.7,5,72.7,42.99,10,2016-03-01,2025-11-18
AST-TRA-0384,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.8,5,72.7,32.32,14,2012-03-01,2025-11-19
AST-ENG-0385,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.8,3,60.6,28.54,20,2006-03-01,2025-12-20
AST-S_A-0386,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.8,4,79.4,42.88,24,2002-03-01,2025-11-19
AST-TRA-0387,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.8,4,80.6,32.03,12,2014-03-01,2026-02-12
AST-ENG-0388,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-4.8,5,55.2,39.57,4,2022-03-01,2026-01-22
AST-S_A-0389,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.8,5,72.2,34.64,25,2001-03-01,2025-10-01
AST-TRA-0390,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.8,3,88.5,30.4,10,2016-03-01,2026-02-03
AST-ENG-0391,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-4.8,2,79.0,44.55,25,2001-03-01,2025-10-16
