block_id,section_id,date,start_time,end_time,available
BLK-00258,SEC-MAS-RU,2026-03-13,2026-03-13T11:30:00,2026-03-13T14:00:00,True
BLK-00259,SEC-HWH-KGP,2026-03-13,2026-03-13T01:30:00,2026-03-13T05:00:00,True
BLK-00260,SEC-HWH-KGP,2026-03-13,2026-03-13T11:30:00,2026-03-13T14:00:00,True
BLK-00261,SEC-NDLS-GZB,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00262,SEC-NDLS-GZB,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00263,SEC-GZB-CNB,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00264,SEC-GZB-CNB,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00265,SEC-CNB-PRYJ,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00266,SEC-CNB-PRYJ,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00267,SEC-PRYJ-DDU,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00268,SEC-PRYJ-DDU,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00269,SEC-DDU-PNBE,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00270,SEC-DDU-PNBE,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00271,SEC-BCT-ST,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00272,SEC-BCT-ST,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00273,SEC-ST-BRC,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00274,SEC-ST-BRC,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00275,SEC-BRC-ADI,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00276,SEC-BRC-ADI,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00277,SEC-MAS-RU,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00278,SEC-MAS-RU,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
BLK-00279,SEC-HWH-KGP,2026-03-14,2026-03-14T01:30:00,2026-03-14T05:00:00,True
BLK-00280,SEC-HWH-KGP,2026-03-14,2026-03-14T11:30:00,2026-03-14T14:00:00,True
