movement_id,train_id,section_id,arrival_time,departure_time,direction
MOV-000248,TRN-12010,SEC-ST-BRC,2026-03-03T15:04:00,2026-03-03T15:52:00,UP
MOV-000249,TRN-12010,SEC-BRC-ADI,2026-03-03T16:14:00,2026-03-03T16:48:00,UP
MOV-000250,TRN-12010,SEC-BCT-ST,2026-03-04T16:45:00,2026-03-04T17:12:00,UP
MOV-000251,TRN-12010,SEC-DDU-PNBE,2026-03-04T17:22:00,2026-03-04T18:06:00,UP
MOV-000252,TRN-12010,SEC-GZB-CNB,2026-03-05T19:30:00,2026-03-05T20:05:00,UP
MOV-000253,TRN-12010,SEC-DDU-PNBE,2026-03-06T05:00:00,2026-03-06T05:54:00,UP
MOV-000254,TRN-12010,SEC-DDU-PNBE,2026-03-07T13:00:00,2026-03-07T13:54:00,UP
MOV-000255,TRN-12010,SEC-CNB-PRYJ,2026-03-07T14:08:00,2026-03-07T14:40:00,UP
MOV-000256,TRN-12010,SEC-CNB-PRYJ,2026-03-08T17:15:00,2026-03-08T17:42:00,UP
MOV-000257,TRN-12010,SEC-DDU-PNBE,2026-03-09T16:00:00,2026-03-09T16:45:00,UP
MOV-000258,TRN-12010,SEC-MAS-RU,2026-03-10T09:00:00,2026-03-10T09:25:00,UP
MOV-000259,TRN-12010,SEC-ST-BRC,2026-03-10T09:42:00,2026-03-10T10:28:00,UP
MOV-000260,TRN-12010,SEC-BCT-ST,2026-03-10T10:50:00,2026-03-10T11:44:00,UP
MOV-000261,TRN-12010,SEC-MAS-RU,2026-03-11T09:00:00,2026-03-11T09:49:00,UP
MOV-000262,TRN-12010,SEC-BRC-ADI,2026-03-12T07:30:00,2026-03-12T07:56:00,UP
MOV-000263,TRN-12010,SEC-MAS-RU,2026-03-12T08:18:00,2026-03-12T08:59:00,UP
MOV-000264,TRN-12010,SEC-NDLS-GZB,2026-03-13T14:30:00,2026-03-13T15:21:00,UP
MOV-000265,TRN-12010,SEC-PRYJ-DDU,2026-03-14T07:30:00,2026-03-14T08:00:00,UP
MOV-000266,TRN-12010,SEC-MAS-RU,2026-03-14T08:16:00,2026-03-14T09:05:00,UP
MOV-000267,TRN-12011,SEC-ST-BRC,2026-03-01T06:30:00,2026-03-01T07:15:00,DOWN
MOV-000268,TRN-12011,SEC-BCT-ST,2026-03-02T18:45:00,2026-03-02T19:33:00,DOWN
MOV-000269,TRN-12011,SEC-MAS-RU,2026-03-02T19:44:00,2026-03-02T20:24:00,DOWN
MOV-000270,TRN-12011,SEC-ST-BRC,2026-03-02T20:42:00,2026-03-02T21:34:00,DOWN
MOV-000271,TRN-12011,SEC-ST-BRC,2026-03-03T15:00:00,2026-03-03T15:46:00,DOWN
MOV-000272,TRN-12011,SEC-MAS-RU,2026-03-03T15:56:00,2026-03-03T16:27:00,DOWN
MOV-000273,TRN-12011,SEC-CNB-PRYJ,2026-03-03T16:45:00,2026-03-03T17:16:00,DOWN
MOV-000274,TRN-12011,SEC-GZB-CNB,2026-03-04T21:45:00,2026-03-04T22:19:00,DOWN
MOV-000275,TRN-12011,SEC-HWH-KGP,2026-03-04T22:29:00,2026-03-04T23:05:00,DOWN
MOV-000276,TRN-12011,SEC-PRYJ-DDU,2026-03-05T15:15:00,2026-03-05T16:00:00,DOWN
MOV-000277,TRN-12011,SEC-BCT-ST,2026-03-05T16:24:00,2026-03-05T16:58:00,DOWN
MOV-000278,TRN-12011,SEC-MAS-RU,2026-03-05T17:26:00,2026-03-05T18:16:00,DOWN
MOV-000279,TRN-12011,SEC-GZB-CNB,2026-03-06T08:30:00,2026-03-06T09:24:00,DOWN
MOV-000280,TRN-12011,SEC-NDLS-GZB,2026-03-07T19:15:00,2026-03-07T20:00:00,DOWN
MOV-000281,TRN-12011,SEC-BCT-ST,2026-03-08T12:45:00,2026-03-08T13:18:00,DOWN
MOV-000282,TRN-12011,SEC-BCT-ST,2026-03-09T07:15:00,2026-03-09T07:55:00,DOWN
MOV-000283,TRN-12011,SEC-DDU-PNBE,2026-03-09T08:10:00,2026-03-09T08:41:00,DOWN
MOV-000284,TRN-12011,SEC-MAS-RU,2026-03-10T20:45:00,2026-03-10T21:13:00,DOWN
MOV-000285,TRN-12011,SEC-HWH-KGP,2026-03-10T21:35:00,2026-03-10T22:18:00,DOWN
MOV-000286,TRN-12011,SEC-DDU-PNBE,2026-03-11T19:45:00,2026-03-11T20:15:00,DOWN
MOV-000287,TRN-12011,SEC-GZB-CNB,2026-03-12T09:15:00,2026-03-12T09:53:00,DOWN
MOV-000288,TRN-12011,SEC-BRC-ADI,2026-03-13T10:30:00,2026-03-13T11:14:00,DOWN
MOV-000289,TRN-12011,SEC-ST-BRC,2026-03-14T05:45:00,2026-03-14T06:15:00,DOWN
MOV-000290,TRN-12011,SEC-NDLS-GZB,2026-03-14T06:44:00,2026-03-14T07:15:00,DOWN
MOV-000291,TRN-12012,SEC-NDLS-GZB,2026-03-01T07:00:00,2026-03-01T07:33:00,UP
MOV-000292,TRN-12012,SEC-PRYJ-DDU,2026-03-01T07:54:00,2026-03-01T08:48:00,UP
MOV-000293,TRN-12012,SEC-BRC-ADI,2026-03-02T18:00:00,2026-03-02T18:34:00,UP
MOV-000294,TRN-12012,SEC-HWH-KGP,2026-03-03T08:00:00,2026-03-03T08:28:00,UP
MOV-000295,TRN-12012,SEC-BRC-ADI,2026-03-03T08:51:00,2026-03-03T09:28:00,UP
MOV-000296,TRN-12012,SEC-DDU-PNBE,2026-03-03T09:53:00,2026-03-03T10:44:00,UP
MOV-000297,TRN-12012,SEC-HWH-KGP,2026-03-04T18:00:00,2026-03-04T18:42:00,UP
MOV-000298,TRN-12012,SEC-DDU-PNBE,2026-03-05T06:15:00,2026-03-05T06:42:00,UP
MOV-000299,TRN-12012,SEC-ST-BRC,2026-03-05T07:00:00,2026-03-05T07:42:00,UP
MOV-000300,TRN-12012,SEC-MAS-RU,2026-03-05T07:54:00,2026-03-05T08:31:00,UP
MOV-000301,TRN-12012,SEC-PRYJ-DDU,2026-03-06T17:45:00,2026-03-06T18:18:00,UP
MOV-000302,TRN-12012,SEC-MAS-RU,2026-03-06T18:41:00,2026-03-06T19:10:00,UP
MOV-000303,TRN-12012,SEC-MAS-RU,2026-03-07T07:45:00,2026-03-07T08:18:00,UP
MOV-000304,TRN-12012,SEC-NDLS-GZB,2026-03-08T16:30:00,2026-03-08T16:58:00,UP
MOV-000305,TRN-12012,SEC-BRC-ADI,2026-03-09T06:30:00,2026-03-09T07:21:00,UP
MOV-000306,TRN-12012,SEC-PRYJ-DDU,2026-03-10T18:45:00,2026-03-10T19:32:00,UP
MOV-000307,TRN-12012,SEC-PRYJ-DDU,2026-03-11T17:45:00,2026-03-11T18:23:00,UP
MOV-000308,TRN-12012,SEC-NDLS-GZB,2026-03-11T18:41:00,2026-03-11T19:31:00,UP
MOV-000309,TRN-12012,SEC-CNB-PRYJ,2026-03-11T19:56:00,2026-03-11T20:42:00,UP
MOV-000310,TRN-12012,SEC-DDU-PNBE,2026-03-12T08:30:00,2026-03-12T09:16:00,UP
MOV-000311,TRN-12012,SEC-ST-BRC,2026-03-13T18:15:00,2026-03-13T18:52:00,UP
MOV-000312,TRN-12012,SEC-PRYJ-DDU,2026-03-13T19:05:00,2026-03-13T19:44:00,UP
MOV-000313,TRN-12012,SEC-PRYJ-DDU,2026-03-14T16:45:00,2026-03-14T17:20:00,UP
MOV-000314,TRN-12012,SEC-HWH-KGP,2026-03-14T17:47:00,2026-03-14T18:23:00,UP
MOV-000315,TRN-12012,SEC-MAS-RU,2026-03-14T18:38:00,2026-03-14T19:07:00,UP
MOV-000316,TRN-12013,SEC-GZB-CNB,2026-03-01T07:30:00,2026-03-01T08:05:00,DOWN
MOV-000317,TRN-12013,SEC-PRYJ-DDU,2026-03-01T08:24:00,2026-03-01T09:12:00,DOWN
MOV-000318,TRN-12013,SEC-HWH-KGP,2026-03-02T07:15:00,2026-03-02T07:57:00,DOWN
MOV-000319,TRN-12013,SEC-PRYJ-DDU,2026-03-02T08:08:00,2026-03-02T08:38:00,DOWN
MOV-000320,TRN-12013,SEC-BCT-ST,2026-03-03T08:15:00,2026-03-03T08:44:00,DOWN
MOV-000321,TRN-12013,SEC-NDLS-GZB,2026-03-03T09:02:00,2026-03-03T09:40:00,DOWN
MOV-000322,TRN-12013,SEC-HWH-KGP,2026-03-04T16:30:00,2026-03-04T17:13:00,DOWN
MOV-000323,TRN-12013,SEC-MAS-RU,2026-03-05T06:45:00,2026-03-05T07:17:00,DOWN
MOV-000324,TRN-12013,SEC-ST-BRC,2026-03-05T07:28:00,2026-03-05T08:11:00,DOWN
MOV-000325,TRN-12013,SEC-DDU-PNBE,2026-03-06T08:00:00,2026-03-06T08:52:00,DOWN
MOV-000326,TRN-12013,SEC-MAS-RU,2026-03-07T08:30:00,2026-03-07T09:22:00,DOWN
MOV-000327,TRN-12013,SEC-NDLS-GZB,2026-03-08T17:45:00,2026-03-08T18:29:00,DOWN
MOV-000328,TRN-12013,SEC-PRYJ-DDU,2026-03-08T18:50:00,2026-03-08T19:21:00,DOWN
MOV-000329,TRN-12013,SEC-GZB-CNB,2026-03-08T19:31:00,2026-03-08T20:02:00,DOWN
MOV-000330,TRN-12013,SEC-BCT-ST,2026-03-09T17:15:00,2026-03-09T17:42:00,DOWN
MOV-000331,TRN-12013,SEC-ST-BRC,2026-03-10T06:30:00,2026-03-10T07:21:00,DOWN
MOV-000332,TRN-12013,SEC-BCT-ST,2026-03-10T07:49:00,2026-03-10T08:17:00,DOWN
MOV-000333,TRN-12013,SEC-PRYJ-DDU,2026-03-11T07:00:00,2026-03-11T07:39:00,DOWN
MOV-000334,TRN-12013,SEC-NDLS-GZB,2026-03-11T08:05:00,2026-03-11T08:57:00,DOWN
MOV-000335,TRN-12013,SEC-HWH-KGP,2026-03-12T16:15:00,2026-03-12T16:41:00,DOWN
MOV-000336,TRN-12013,SEC-BCT-ST,2026-03-12T17:09:00,2026-03-12T18:01:00,DOWN
MOV-000337,TRN-12013,SEC-DDU-PNBE,2026-03-13T16:45:00,2026-03-13T17:25:00,DOWN
MOV-000338,TRN-12013,SEC-HWH-KGP,2026-03-13T17:38:00,2026-03-13T18:16:00,DOWN
MOV-000339,TRN-12013,SEC-NDLS-GZB,2026-03-14T07:30:00,2026-03-14T08:01:00,DOWN
MOV-000340,TRN-12013,SEC-BCT-ST,2026-03-14T08:21:00,2026-03-14T09:07:00,DOWN
MOV-000341,TRN-12014,SEC-NDLS-GZB,2026-03-01T15:30:00,2026-03-01T16:08:00,UP
MOV-000342,TRN-12014,SEC-DDU-PNBE,2026-03-02T05:45:00,2026-03-02T06:22:00,UP
MOV-000343,TRN-12014,SEC-BRC-ADI,2026-03-03T06:45:00,2026-03-03T07:29:00,UP
MOV-000344,TRN-12014,SEC-CNB-PRYJ,2026-03-04T10:30:00,2026-03-04T11:24:00,UP
MOV-000345,TRN-12014,SEC-BRC-ADI,2026-03-04T11:53:00,2026-03-04T12:44:00,UP
MOV-000346,TRN-12014,SEC-MAS-RU,2026-03-04T12:57:00,2026-03-04T13:31:00,UP
MOV-000347,TRN-12014,SEC-GZB-CNB,2026-03-05T17:15:00,2026-03-05T18:00:00,UP
MOV-000348,TRN-12014,SEC-BRC-ADI,2026-03-06T13:45:00,2026-03-06T14:18:00,UP
MOV-000349,TRN-12014,SEC-CNB-PRYJ,2026-03-07T21:30:00,2026-03-07T22:00:00,UP
MOV-000350,TRN-12014,SEC-ST-BRC,2026-03-08T08:15:00,2026-03-08T09:02:00,UP
MOV-000351,TRN-12014,SEC-MAS-RU,2026-03-08T09:23:00,2026-03-08T10:01:00,UP
MOV-000352,TRN-12014,SEC-PRYJ-DDU,2026-03-09T08:15:00,2026-03-09T08:53:00,UP
MOV-000353,TRN-12014,SEC-BRC-ADI,2026-03-10T18:45:00,2026-03-10T19:23:00,UP
MOV-000354,TRN-12014,SEC-NDLS-GZB,2026-03-10T19:41:00,2026-03-10T20:23:00,UP
MOV-000355,TRN-12014,SEC-PRYJ-DDU,2026-03-10T20:36:00,2026-03-10T21:16:00,UP
MOV-000356,TRN-12014,SEC-PRYJ-DDU,2026-03-11T16:45:00,2026-03-11T17:22:00,UP
MOV-000357,TRN-12014,SEC-HWH-KGP,2026-03-11T17:32:00,2026-03-11T17:57:00,UP
MOV-000358,TRN-12014,SEC-MAS-RU,2026-03-12T09:30:00,2026-03-12T10:11:00,UP
MOV-000359,TRN-12014,SEC-BCT-ST,2026-03-12T10:28:00,2026-03-12T11:14:00,UP
MOV-000360,TRN-12014,SEC-PRYJ-DDU,2026-03-13T09:15:00,2026-03-13T09:52:00,UP
MOV-000361,TRN-12014,SEC-BRC-ADI,2026-03-13T10:07:00,2026-03-13T10:44:00,UP
MOV-000362,TRN-12014,SEC-BRC-ADI,2026-03-14T08:45:00,2026-03-14T09:37:00,UP
MOV-000363,TRN-12014,SEC-HWH-KGP,2026-03-14T09:50:00,2026-03-14T10:32:00,UP
MOV-000364,TRN-12015,SEC-GZB-CNB,2026-03-01T10:30:00,2026-03-01T10:57:00,DOWN
MOV-000365,TRN-12015,SEC-CNB-PRYJ,2026-03-01T11:15:00,2026-03-01T11:40:00,DOWN
MOV-000366,TRN-12015,SEC-ST-BRC,2026-03-01T12:06:00,2026-03-01T12:34:00,DOWN
MOV-000367,TRN-12015,SEC-ST-BRC,2026-03-02T07:00:00,2026-03-02T07:37:00,DOWN
MOV-000368,TRN-12015,SEC-MAS-RU,2026-03-02T07:52:00,2026-03-02T08:28:00,DOWN
MOV-000369,TRN-12015,SEC-PRYJ-DDU,2026-03-02T08:38:00,2026-03-02T09:12:00,DOWN
MOV-000370,TRN-12015,SEC-PRYJ-DDU,2026-03-03T07:00:00,2026-03-03T07:48:00,DOWN
MOV-000371,TRN-12015,SEC-GZB-CNB,2026-03-03T07:58:00,2026-03-03T08:29:00,DOWN
MOV-000372,TRN-12015,SEC-GZB-CNB,2026-03-04T17:00:00,2026-03-04T17:53:00,DOWN
MOV-000373,TRN-12015,SEC-MAS-RU,2026-03-04T18:13:00,2026-03-04T18:51:00,DOWN
MOV-000374,TRN-12015,SEC-CNB-PRYJ,2026-03-04T19:14:00,2026-03-04T19:57:00,DOWN
MOV-000375,TRN-12015,SEC-MAS-RU,2026-03-05T05:30:00,2026-03-05T06:10:00,DOWN
MOV-000376,TRN-12015,SEC-HWH-KGP,2026-03-06T20:15:00,2026-03-06T21:03:00,DOWN
MOV-000377,TRN-12015,SEC-BCT-ST,2026-03-07T16:45:00,2026-03-07T17:18:00,DOWN
MOV-000378,TRN-12015,SEC-ST-BRC,2026-03-08T09:00:00,2026-03-08T09:38:00,DOWN
MOV-000379,TRN-12015,SEC-MAS-RU,2026-03-08T09:58:00,2026-03-08T10:30:00,DOWN
MOV-000380,TRN-12015,SEC-BCT-ST,2026-03-09T16:00:00,2026-03-09T16:41:00,DOWN
MOV-000381,TRN-12015,SEC-ST-BRC,2026-03-09T17:06:00,2026-03-09T17:37:00,DOWN
MOV-000382,TRN-12015,SEC-BRC-ADI,2026-03-10T16:15:00,2026-03-10T16:44:00,DOWN
MOV-000383,TRN-12015,SEC-PRYJ-DDU,2026-03-10T17:12:00,2026-03-10T17:54:00,DOWN
MOV-000384,TRN-12015,SEC-MAS-RU,2026-03-11T15:15:00,2026-03-11T16:05:00,DOWN
MOV-000385,TRN-12015,SEC-ST-BRC,2026-03-11T16:31:00,2026-03-11T16:59:00,DOWN
MOV-000386,TRN-12015,SEC-HWH-KGP,2026-03-12T16:45:00,2026-03-12T17:16:00,DOWN
MOV-000387,TRN-12015,SEC-BCT-ST,2026-03-12T17:45:00,2026-03-12T18:18:00,DOWN
MOV-000388,TRN-12015,SEC-ST-BRC,2026-03-13T12:30:00,2026-03-13T13:15:00,DOWN
MOV-000389,TRN-12015,SEC-HWH-KGP,2026-03-14T13:00:00,2026-03-14T13:40:00,DOWN
MOV-000390,TRN-12016,SEC-BCT-ST,2026-03-01T20:30:00,2026-03-01T21:00:00,UP
MOV-000391,TRN-12016,SEC-CNB-PRYJ,2026-03-01T21:27:00,2026-03-01T22:18:00,UP
MOV-000392,TRN-12016,SEC-PRYJ-DDU,2026-03-02T17:45:00,2026-03-02T18:13:00,UP
MOV-000393,TRN-12016,SEC-MAS-RU,2026-03-02T18:27:00,2026-03-02T19:12:00,UP
MOV-000394,TRN-12016,SEC-CNB-PRYJ,2026-03-03T08:45:00,2026-03-03T09:23:00,UP
MOV-000395,TRN-12016,SEC-CNB-PRYJ,2026-03-04T11:45:00,2026-03-04T12:32:00,UP
MOV-000396,TRN-12016,SEC-ST-BRC,2026-03-04T12:44:00,2026-03-04T13:29:00,UP
MOV-000397,TRN-12016,SEC-NDLS-GZB,2026-03-04T13:50:00,2026-03-04T14:42:00,UP
MOV-000398,TRN-12016,SEC-BCT-ST,2026-03-05T11:45:00,2026-03-05T12:18:00,UP
MOV-000399,TRN-12016,SEC-GZB-CNB,2026-03-05T12:39:00,2026-03-05T13:30:00,UP
MOV-000400,TRN-12016,SEC-BRC-ADI,2026-03-06T13:00:00,2026-03-06T13:39:00,UP
MOV-000401,TRN-12016,SEC-CNB-PRYJ,2026-03-06T13:55:00,2026-03-06T14:41:00,UP
MOV-000402,TRN-12016,SEC-BCT-ST,2026-03-07T09:30:00,2026-03-07T10:02:00,UP
MOV-000403,TRN-12016,SEC-ST-BRC,2026-03-07T10:21:00,2026-03-07T11:04:00,UP
MOV-000404,TRN-12016,SEC-HWH-KGP,2026-03-07T11:26:00,2026-03-07T11:55:00,UP
MOV-000405,TRN-12016,SEC-BCT-ST,2026-03-08T11:45:00,2026-03-08T12:35:00,UP
MOV-000406,TRN-12016,SEC-HWH-KGP,2026-03-08T12:52:00,2026-03-08T13:18:00,UP
MOV-000407,TRN-12016,SEC-BRC-ADI,2026-03-08T13:32:00,2026-03-08T14:14:00,UP
MOV-000408,TRN-12016,SEC-MAS-RU,2026-03-09T21:45:00,2026-03-09T22:27:00,UP
MOV-000409,TRN-12016,SEC-DDU-PNBE,2026-03-09T22:46:00,2026-03-09T23:34:00,UP
MOV-000410,TRN-12016,SEC-DDU-PNBE,2026-03-10T16:30:00,2026-03-10T17:02:00,UP
MOV-000411,TRN-12016,SEC-CNB-PRYJ,2026-03-10T17:29:00,2026-03-10T18:23:00,UP
MOV-000412,TRN-12016,SEC-HWH-KGP,2026-03-10T18:45:00,2026-03-10T19:16:00,UP
MOV-000413,TRN-12016,SEC-DDU-PNBE,2026-03-11T09:15:00,2026-03-11T10:01:00,UP
MOV-000414,TRN-12016,SEC-NDLS-GZB,2026-03-11T10:15:00,2026-03-11T10:44:00,UP
MOV-000415,TRN-12016,SEC-CNB-PRYJ,2026-03-11T11:08:00,2026-03-11T11:37:00,UP
MOV-000416,TRN-12016,SEC-CNB-PRYJ,2026-03-12T13:30:00,2026-03-12T14:02:00,UP
MOV-000417,TRN-12016,SEC-NDLS-GZB,2026-03-13T05:00:00,2026-03-13T05:25:00,UP
MOV-000418,TRN-12016,SEC-PRYJ-DDU,2026-03-13T05:47:00,2026-03-13T06:30:00,UP
MOV-000419,TRN-12016,SEC-GZB-CNB,2026-03-14T15:45:00,2026-03-14T16:19:00,UP
MOV-000420,TRN-12017,SEC-NDLS-GZB,2026-03-01T19:15:00,2026-03-01T19:46:00,DOWN
MOV-000421,TRN-12017,SEC-DDU-PNBE,2026-03-01T20:11:00,2026-03-01T21:00:00,DOWN
MOV-000422,TRN-12017,SEC-HWH-KGP,2026-03-02T20:00:00,2026-03-02T20:29:00,DOWN
MOV-000423,TRN-12017,SEC-CNB-PRYJ,2026-03-02T20:43:00,2026-03-02T21:17:00,DOWN
MOV-000424,TRN-12017,SEC-ST-BRC,2026-03-02T21:30:00,2026-03-02T22:04:00,DOWN
MOV-000425,TRN-12017,SEC-CNB-PRYJ,2026-03-03T15:30:00,2026-03-03T16:22:00,DOWN
MOV-000426,TRN-12017,SEC-PRYJ-DDU,2026-03-04T06:15:00,2026-03-04T07:05:00,DOWN
MOV-000427,TRN-12017,SEC-HWH-KGP,2026-03-05T16:15:00,2026-03-05T16:46:00,DOWN
MOV-000428,TRN-12017,SEC-BCT-ST,2026-03-05T17:14:00,2026-03-05T17:44:00,DOWN
MOV-000429,TRN-12017,SEC-ST-BRC,2026-03-06T13:45:00,2026-03-06T14:16:00,DOWN
MOV-000430,TRN-12017,SEC-BCT-ST,2026-03-06T14:36:00,2026-03-06T15:20:00,DOWN
MOV-000431,TRN-12017,SEC-HWH-KGP,2026-03-07T18:30:00,2026-03-07T18:56:00,DOWN
MOV-000432,TRN-12017,SEC-BCT-ST,2026-03-08T12:30:00,2026-03-08T13:07:00,DOWN
MOV-000433,TRN-12017,SEC-MAS-RU,2026-03-08T13:21:00,2026-03-08T13:53:00,DOWN
MOV-000434,TRN-12017,SEC-HWH-KGP,2026-03-08T14:15:00,2026-03-08T14:55:00,DOWN
MOV-000435,TRN-12017,SEC-NDLS-GZB,2026-03-09T08:45:00,2026-03-09T09:25:00,DOWN
MOV-000436,TRN-12017,SEC-GZB-CNB,2026-03-09T09:50:00,2026-03-09T10:29:00,DOWN
MOV-000437,TRN-12017,SEC-ST-BRC,2026-03-09T10:48:00,2026-03-09T11:31:00,DOWN
MOV-000438,TRN-12017,SEC-BRC-ADI,2026-03-10T12:30:00,2026-03-10T13:13:00,DOWN
MOV-000439,TRN-12017,SEC-CNB-PRYJ,2026-03-10T13:29:00,2026-03-10T14:13:00,DOWN
MOV-000440,TRN-12017,SEC-BCT-ST,2026-03-10T14:29:00,2026-03-10T15:12:00,DOWN
MOV-000441,TRN-12017,SEC-BRC-ADI,2026-03-11T12:15:00,2026-03-11T12:57:00,DOWN
MOV-000442,TRN-12017,SEC-MAS-RU,2026-03-12T05:00:00,2026-03-12T05:50:00,DOWN
MOV-000443,TRN-12017,SEC-ST-BRC,2026-03-13T05:45:00,2026-03-13T06:15:00,DOWN
MOV-000444,TRN-12017,SEC-CNB-PRYJ,2026-03-13T06:32:00,2026-03-13T07:23:00,DOWN
MOV-000445,TRN-12017,SEC-ST-BRC,2026-03-14T08:30:00,2026-03-14T08:59:00,DOWN
MOV-000446,TRN-12017,SEC-GZB-CNB,2026-03-14T09:12:00,2026-03-14T09:46:00,DOWN
MOV-000447,TRN-12017,SEC-BRC-ADI,2026-03-14T10:07:00,2026-03-14T10:43:00,DOWN
MOV-000448,TRN-12018,SEC-MAS-RU,2026-03-01T01:30:00,2026-03-01T02:19:00,UP
MOV-000449,TRN-12018,SEC-MAS-RU,2026-03-02T00:30:00,2026-03-02T01:11:00,UP
MOV-000450,TRN-12018,SEC-ST-BRC,2026-03-02T01:36:00,2026-03-02T02:04:00,UP
MOV-000451,TRN-12018,SEC-CNB-PRYJ,2026-03-02T02:24:00,2026-03-02T03:13:00,UP
MOV-000452,TRN-12018,SEC-ST-BRC,2026-03-03T01:00:00,2026-03-03T01:43:00,UP
MOV-000453,TRN-12018,SEC-BCT-ST,2026-03-03T02:03:00,2026-03-03T02:29:00,UP
MOV-000454,TRN-12018,SEC-HWH-KGP,2026-03-04T01:30:00,2026-03-04T02:04:00,UP
MOV-000455,TRN-12018,SEC-HWH-KGP,2026-03-05T00:00:00,2026-03-05T00:35:00,UP
MOV-000456,TRN-12018,SEC-CNB-PRYJ,2026-03-05T00:52:00,2026-03-05T01:25:00,UP
MOV-000457,TRN-12018,SEC-DDU-PNBE,2026-03-05T01:39:00,2026-03-05T02:19:00,UP
MOV-000458,TRN-12018,SEC-CNB-PRYJ,2026-03-06T01:15:00,2026-03-06T01:55:00,UP
MOV-000459,TRN-12018,SEC-DDU-PNBE,2026-03-06T02:16:00,2026-03-06T03:10:00,UP
MOV-000460,TRN-12018,SEC-GZB-CNB,2026-03-07T01:15:00,2026-03-07T01:50:00,UP
MOV-000461,TRN-12018,SEC-DDU-PNBE,2026-03-07T02:18:00,2026-03-07T03:04:00,UP
MOV-000462,TRN-12018,SEC-DDU-PNBE,2026-03-08T01:15:00,2026-03-08T01:41:00,UP
MOV-000463,TRN-12018,SEC-PRYJ-DDU,2026-03-08T02:08:00,2026-03-08T03:00:00,UP
MOV-000464,TRN-12018,SEC-BRC-ADI,2026-03-09T02:30:00,2026-03-09T03:03:00,UP
MOV-000465,TRN-12018,SEC-PRYJ-DDU,2026-03-09T03:29:00,2026-03-09T04:06:00,UP
MOV-000466,TRN-12018,SEC-HWH-KGP,2026-03-09T04:16:00,2026-03-09T05:03:00,UP
MOV-000467,TRN-12018,SEC-HWH-KGP,2026-03-10T02:15:00,2026-03-10T02:56:00,UP
MOV-000468,TRN-12018,SEC-GZB-CNB,2026-03-10T03:06:00,2026-03-10T03:51:00,UP
MOV-000469,TRN-12018,SEC-BRC-ADI,2026-03-11T03:30:00,2026-03-11T04:03:00,UP
MOV-000470,TRN-12018,SEC-CNB-PRYJ,2026-03-11T04:26:00,2026-03-11T04:51:00,UP
MOV-000471,TRN-12018,SEC-MAS-RU,2026-03-11T05:18:00,2026-03-11T06:01:00,UP
MOV-000472,TRN-12018,SEC-BRC-ADI,2026-03-12T22:00:00,2026-03-12T22:33:00,UP
MOV-000473,TRN-12018,SEC-GZB-CNB,2026-03-12T22:54:00,2026-03-12T23:34:00,UP
MOV-000474,TRN-12018,SEC-DDU-PNBE,2026-03-13T23:15:00,2026-03-13T23:58:00,UP
MOV-000475,TRN-12018,SEC-GZB-CNB,2026-03-14T22:15:00,2026-03-14T22:58:00,UP
MOV-000476,TRN-12018,SEC-NDLS-GZB,2026-03-14T23:24:00,2026-03-15T00:12:00,UP
MOV-000477,TRN-12018,SEC-HWH-KGP,2026-03-15T00:40:00,2026-03-15T01:06:00,UP
MOV-000478,TRN-12019,SEC-GZB-CNB,2026-03-01T13:30:00,2026-03-01T14:07:00,DOWN
MOV-000479,TRN-12019,SEC-BCT-ST,2026-03-02T14:45:00,2026-03-02T15:23:00,DOWN
MOV-000480,TRN-12019,SEC-NDLS-GZB,2026-03-02T15:35:00,2026-03-02T16:06:00,DOWN
MOV-000481,TRN-12019,SEC-HWH-KGP,2026-03-03T20:30:00,2026-03-03T21:01:00,DOWN
MOV-000482,TRN-12019,SEC-CNB-PRYJ,2026-03-03T21:17:00,2026-03-03T21:56:00,DOWN
MOV-000483,TRN-12019,SEC-GZB-CNB,2026-03-03T22:13:00,2026-03-03T23:04:00,DOWN
MOV-000484,TRN-12019,SEC-CNB-PRYJ,2026-03-04T13:30:00,2026-03-04T13:56:00,DOWN
MOV-000485,TRN-12019,SEC-BCT-ST,2026-03-05T08:15:00,2026-03-05T08:49:00,DOWN
MOV-000486,TRN-12019,SEC-NDLS-GZB,2026-03-05T09:13:00,2026-03-05T10:05:00,DOWN
MOV-000487,TRN-12019,SEC-MAS-RU,2026-03-05T10:20:00,2026-03-05T10:54:00,DOWN
MOV-000488,TRN-12019,SEC-ST-BRC,2026-03-06T19:00:00,2026-03-06T19:33:00,DOWN
MOV-000489,TRN-12019,SEC-DDU-PNBE,2026-03-06T19:44:00,2026-03-06T20:28:00,DOWN
MOV-000490,TRN-12019,SEC-BCT-ST,2026-03-06T20:40:00,2026-03-06T21:07:00,DOWN
MOV-000491,TRN-12019,SEC-GZB-CNB,2026-03-07T13:30:00,2026-03-07T13:56:00,DOWN
MOV-000492,TRN-12019,SEC-BCT-ST,2026-03-08T05:15:00,2026-03-08T05:57:00,DOWN
MOV-000493,TRN-12019,SEC-HWH-KGP,2026-03-09T12:00:00,2026-03-09T12:54:00,DOWN
MOV-000494,TRN-12019,SEC-MAS-RU,2026-03-10T20:30:00,2026-03-10T21:07:00,DOWN
MOV-000495,TRN-12019,SEC-PRYJ-DDU,2026-03-11T16:15:00,2026-03-11T16:43:00,DOWN
