asset_id,asset_type,department,section_id,location,criticality,installation_date,age_years,condition_score,traffic_load,last_maintenance_date
AST-ENG-0191,CrossoverPoint,ENGINEERING,SEC-NDLS-GZB,KM-181/8,3,2015-11-12,10.3,76.0,33.6,2025-08-18
AST-ENG-0192,CrossoverPoint,ENGINEERING,SEC-MAS-RU,KM-169/22,4,2013-05-13,12.8,70.5,53.7,2026-01-17
AST-S_A-0193,PointMachine,S_AND_T,SEC-HWH-KGP,KM-393/29,1,2020-03-01,6.0,81.9,37.6,2026-01-23
AST-TRA-0194,SubstationTransformer,TRACTION,SEC-BCT-ST,KM-130/1,5,2012-07-25,13.6,76.5,35.9,2025-10-01
AST-TRA-0195,SectionInsulator,TRACTION,SEC-BCT-ST,KM-394/29,2,2017-04-07,8.9,84.7,15.9,2025-11-13
AST-TRA-0196,SubstationTransformer,TRACTION,SEC-CNB-PRYJ,KM-75/21,1,2016-03-01,10.0,82.6,26.3,2025-11-21
AST-ENG-0197,CrossoverPoint,ENGINEERING,SEC-PRYJ-DDU,KM-122/21,3,2022-08-31,3.5,80.3,46.1,2025-07-18
AST-S_A-0198,SignalPost,S_AND_T,SEC-BCT-ST,KM-50/28,4,2016-07-25,9.6,74.3,25.9,2025-12-09
AST-TRA-0199,SubstationTransformer,TRACTION,SEC-PRYJ-DDU,KM-211/5,3,2018-06-19,7.7,77.6,53.6,2025-12-03
AST-ENG-0200,TrackSegment,ENGINEERING,SEC-BRC-ADI,KM-96/10,1,2019-10-07,6.4,81.9,32.5,2025-11-28
AST-ENG-0201,BridgeExpansionJoint,ENGINEERING,SEC-NDLS-GZB,KM-91/6,4,2009-08-31,16.5,70.5,31.6,2026-01-26
AST-TRA-0202,SectionInsulator,TRACTION,SEC-DDU-PNBE,KM-358/5,4,2011-07-26,14.6,77.1,22.1,2025-10-14
AST-ENG-0203,TurnoutSwitch,ENGINEERING,SEC-ST-BRC,KM-54/1,4,2019-06-19,6.7,90.3,19.6,2025-06-17
AST-ENG-0204,TrackSegment,ENGINEERING,SEC-DDU-PNBE,KM-106/29,3,2016-06-19,9.7,79.8,36.9,2025-10-26
AST-ENG-0205,CrossoverPoint,ENGINEERING,SEC-CNB-PRYJ,KM-150/15,2,1997-08-31,28.5,50.8,40.9,2026-02-12
AST-TRA-0206,SectionInsulator,TRACTION,SEC-BCT-ST,KM-335/5,3,2011-01-24,15.1,75.2,62.2,2026-01-05
AST-S_A-0207,PointMachine,S_AND_T,SEC-BRC-ADI,KM-104/2,3,2010-05-14,15.8,67.6,35.3,2025-10-24
AST-TRA-0208,PantographCatenaryBond,TRACTION,SEC-CNB-PRYJ,KM-75/8,3,2012-05-13,13.8,78.5,25.5,2025-11-14
AST-TRA-0209,ContactWireSegment,TRACTION,SEC-DDU-PNBE,KM-308/27,1,2020-06-19,5.7,82.8,21.6,2025-09-10
AST-ENG-0210,FishplatedJoint,ENGINEERING,SEC-DDU-PNBE,KM-282/18,1,2018-10-07,7.4,74.9,37.2,2026-01-26
AST-TRA-0211,SubstationTransformer,TRACTION,SEC-GZB-CNB,KM-340/10,3,2013-05-13,12.8,78.7,20.8,2025-12-23
AST-ENG-0212,TrackSegment,ENGINEERING,SEC-PRYJ-DDU,KM-251/10,3,2019-07-26,6.6,79.6,34.7,2025-10-27
AST-TRA-0213,PantographCatenaryBond,TRACTION,SEC-BRC-ADI,KM-141/2,3,2011-07-26,14.6,70.2,63.2,2025-07-29
AST-S_A-0214,TrackCircuit,S_AND_T,SEC-NDLS-GZB,KM-289/25,3,2020-07-25,5.6,87.6,22.3,2025-06-12
AST-ENG-0215,TrackSegment,ENGINEERING,SEC-MAS-RU,KM-300/19,3,2021-10-06,4.4,85.6,73.1,2025-07-27
AST-ENG-0216,BridgeExpansionJoint,ENGINEERING,SEC-CNB-PRYJ,KM-117/6,4,2022-10-07,3.4,84.3,42.4,2025-05-13
AST-ENG-0217,FishplatedJoint,ENGINEERING,SEC-BRC-ADI,KM-395/28,4,2012-06-19,13.7,71.4,55.5,2025-11-23
AST-TRA-0218,SubstationTransformer,TRACTION,SEC-ST-BRC,KM-398/24,3,2017-11-12,8.3,71.3,49.1,2026-01-23
AST-TRA-0219,PantographCatenaryBond,TRACTION,SEC-NDLS-GZB,KM-381/2,3,2010-08-31,15.5,75.3,10.0,2025-10-18
AST-S_A-0220,AxleCounter,S_AND_T,SEC-GZB-CNB,KM-151/10,2,2013-12-18,12.2,67.0,46.9,2025-06-24
AST-ENG-0221,BridgeExpansionJoint,ENGINEERING,SEC-NDLS-GZB,KM-207/22,2,2008-06-19,17.7,52.2,119.9,2025-06-06
AST-TRA-0222,OHE_Mast,TRACTION,SEC-BRC-ADI,KM-94/14,3,2019-05-14,6.8,85.7,33.3,2025-09-11
AST-ENG-0223,TurnoutSwitch,ENGINEERING,SEC-DDU-PNBE,KM-40/26,4,2014-07-26,11.6,77.3,40.5,2025-10-16
AST-ENG-0224,TurnoutSwitch,ENGINEERING,SEC-BRC-ADI,KM-101/26,2,2024-08-31,1.5,83.3,36.0,2025-11-02
AST-ENG-0225,CrossoverPoint,ENGINEERING,SEC-NDLS-GZB,KM-46/2,4,1991-03-02,35.0,45.0,56.0,2025-06-19
AST-ENG-0226,TurnoutSwitch,ENGINEERING,SEC-PRYJ-DDU,KM-238/6,2,2020-04-07,5.9,79.8,48.2,2025-05-08
AST-TRA-0227,ContactWireSegment,TRACTION,SEC-MAS-RU,KM-82/8,3,2014-11-12,11.3,61.7,72.7,2025-12-20
AST-S_A-0228,AxleCounter,S_AND_T,SEC-PRYJ-DDU,KM-43/12,3,2021-01-24,5.1,95.5,19.1,2025-12-09
AST-TRA-0229,PantographCatenaryBond,TRACTION,SEC-BRC-ADI,KM-43/2,4,2016-07-25,9.6,75.6,28.9,2025-05-28
AST-TRA-0230,SectionInsulator,TRACTION,SEC-NDLS-GZB,KM-235/6,3,2017-01-24,9.1,75.8,47.1,2025-08-09
AST-S_A-0231,SignalPost,S_AND_T,SEC-NDLS-GZB,KM-193/12,3,2013-01-24,13.1,62.7,54.1,2025-07-08
AST-ENG-0232,TrackSegment,ENGINEERING,SEC-MAS-RU,KM-211/29,4,2021-01-24,5.1,93.3,14.1,2025-06-11
AST-S_A-0233,PointMachine,S_AND_T,SEC-PRYJ-DDU,KM-291/13,4,2023-12-19,2.2,93.2,71.9,2025-12-31
AST-TRA-0234,ContactWireSegment,TRACTION,SEC-PRYJ-DDU,KM-202/29,2,2009-08-31,16.5,58.7,34.9,2025-12-10
AST-ENG-0235,TrackSegment,ENGINEERING,SEC-NDLS-GZB,KM-386/27,4,2013-03-01,13.0,66.2,47.9,2025-08-20
AST-TRA-0236,SectionInsulator,TRACTION,SEC-DDU-PNBE,KM-331/21,1,2013-05-13,12.8,71.2,27.0,2025-11-27
AST-ENG-0237,TurnoutSwitch,ENGINEERING,SEC-NDLS-GZB,KM-281/7,4,2017-08-31,8.5,90.8,23.3,2025-06-29
AST-S_A-0238,PointMachine,S_AND_T,SEC-CNB-PRYJ,KM-364/13,5,2013-01-24,13.1,74.4,33.7,2026-01-02
AST-ENG-0239,TrackSegment,ENGINEERING,SEC-HWH-KGP,KM-363/17,4,2017-01-24,9.1,85.9,31.3,2025-06-23
AST-S_A-0240,PointMachine,S_AND_T,SEC-MAS-RU,KM-150/2,2,2011-10-07,14.4,57.3,57.1,2025-05-14
AST-ENG-0241,CrossoverPoint,ENGINEERING,SEC-ST-BRC,KM-396/1,2,2009-10-06,16.4,60.4,60.9,2025-08-06
AST-ENG-0242,BridgeExpansionJoint,ENGINEERING,SEC-DDU-PNBE,KM-17/22,4,2011-06-19,14.7,70.4,24.7,2026-01-17
AST-S_A-0243,PointMachine,S_AND_T,SEC-ST-BRC,KM-320/25,2,2013-05-13,12.8,81.9,13.5,2025-08-27
AST-ENG-0244,CrossoverPoint,ENGINEERING,SEC-CNB-PRYJ,KM-67/6,3,2015-05-14,10.8,78.2,30.3,2025-10-09
AST-ENG-0245,TurnoutSwitch,ENGINEERING,SEC-DDU-PNBE,KM-374/28,5,2014-04-07,11.9,72.2,49.1,2025-10-06
AST-ENG-0246,BridgeExpansionJoint,ENGINEERING,SEC-BRC-ADI,KM-266/2,4,2019-01-24,7.1,86.5,40.2,2025-11-06
AST-TRA-0247,SubstationTransformer,TRACTION,SEC-MAS-RU,KM-365/27,4,2006-12-19,19.2,60.6,58.4,2025-11-08
AST-ENG-0248,TurnoutSwitch,ENGINEERING,SEC-ST-BRC,KM-97/29,3,2015-10-07,10.4,82.4,40.1,2026-01-22
AST-TRA-0249,ContactWireSegment,TRACTION,SEC-GZB-CNB,KM-285/21,4,2014-10-07,11.4,68.5,54.4,2026-02-13
AST-TRA-0250,SectionInsulator,TRACTION,SEC-NDLS-GZB,KM-397/6,4,2023-05-14,2.8,88.9,61.5,2025-10-18
AST-ENG-0251,TurnoutSwitch,ENGINEERING,SEC-MAS-RU,KM-276/12,3,2008-05-13,17.8,58.4,20.2,2025-10-27
AST-S_A-0252,AxleCounter,S_AND_T,SEC-BCT-ST,KM-179/9,3,2020-03-01,6.0,75.4,52.7,2025-10-24
AST-TRA-0253,SubstationTransformer,TRACTION,SEC-MAS-RU,KM-109/5,3,2017-08-31,8.5,76.2,68.9,2025-12-29
AST-ENG-0254,FishplatedJoint,ENGINEERING,SEC-NDLS-GZB,KM-350/7,4,2012-05-13,13.8,70.5,28.1,2025-05-09
AST-S_A-0255,SignalPost,S_AND_T,SEC-PRYJ-DDU,KM-292/24,4,2005-11-12,20.3,68.2,75.2,2026-01-25
AST-ENG-0256,TurnoutSwitch,ENGINEERING,SEC-MAS-RU,KM-56/1,2,2016-12-18,9.2,80.2,37.9,2025-06-14
AST-ENG-0257,BridgeExpansionJoint,ENGINEERING,SEC-DDU-PNBE,KM-171/5,4,2019-01-24,7.1,81.1,27.1,2025-12-20
AST-ENG-0258,CrossoverPoint,ENGINEERING,SEC-BCT-ST,KM-109/18,2,2014-07-26,11.6,80.8,42.7,2025-10-06
AST-TRA-0259,PantographCatenaryBond,TRACTION,SEC-PRYJ-DDU,KM-190/23,2,2015-12-19,10.2,74.9,29.4,2026-01-15
AST-TRA-0260,OHE_Mast,TRACTION,SEC-DDU-PNBE,KM-319/27,4,2013-08-31,12.5,66.8,40.3,2025-06-12
AST-ENG-0261,CrossoverPoint,ENGINEERING,SEC-HWH-KGP,KM-202/13,4,2014-05-14,11.8,72.5,38.5,2025-12-14
AST-ENG-0262,BridgeExpansionJoint,ENGINEERING,SEC-ST-BRC,KM-259/17,2,2015-11-12,10.3,72.6,19.2,2025-09-21
AST-S_A-0263,PointMachine,S_AND_T,SEC-ST-BRC,KM-285/16,5,2017-10-06,8.4,87.7,17.6,2026-01-22
AST-S_A-0264,AxleCounter,S_AND_T,SEC-MAS-RU,KM-141/16,4,1994-07-26,31.6,37.4,21.6,2025-08-05
AST-ENG-0265,CrossoverPoint,ENGINEERING,SEC-BRC-ADI,KM-319/6,2,2017-10-06,8.4,81.1,19.6,2025-09-19
AST-S_A-0266,PointMachine,S_AND_T,SEC-CNB-PRYJ,KM-174/4,2,2011-11-12,14.3,70.4,23.4,2025-05-27
AST-ENG-0267,FishplatedJoint,ENGINEERING,SEC-MAS-RU,KM-209/22,2,2011-04-07,14.9,63.1,53.7,2025-09-27
AST-ENG-0268,TurnoutSwitch,ENGINEERING,SEC-ST-BRC,KM-19/6,3,2021-06-19,4.7,90.5,23.8,2025-07-05
AST-TRA-0269,SectionInsulator,TRACTION,SEC-PRYJ-DDU,KM-249/12,3,2019-03-02,7.0,84.7,31.4,2025-12-20
AST-S_A-0270,TrackCircuit,S_AND_T,SEC-HWH-KGP,KM-166/20,3,2020-01-24,6.1,77.7,53.8,2025-09-18
AST-ENG-0271,BridgeExpansionJoint,ENGINEERING,SEC-ST-BRC,KM-356/14,1,2022-08-31,3.5,89.9,27.6,2026-01-10
AST-ENG-0272,TrackSegment,ENGINEERING,SEC-PRYJ-DDU,KM-220/9,3,2023-03-02,3.0,90.2,46.4,2025-11-13
AST-TRA-0273,SubstationTransformer,TRACTION,SEC-ST-BRC,KM-258/18,5,2021-03-01,5.0,82.5,53.8,2025-10-13
AST-ENG-0274,FishplatedJoint,ENGINEERING,SEC-DDU-PNBE,KM-398/14,3,2009-01-24,17.1,60.0,47.7,2025-10-29
AST-S_A-0275,SignalPost,S_AND_T,SEC-ST-BRC,KM-48/14,2,2006-01-24,20.1,55.3,37.4,2025-06-11
AST-S_A-0276,SignalPost,S_AND_T,SEC-ST-BRC,KM-24/5,4,2020-08-31,5.5,94.4,19.2,2025-08-30
AST-TRA-0277,PantographCatenaryBond,TRACTION,SEC-ST-BRC,KM-315/14,3,2021-10-06,4.4,84.5,35.1,2025-05-08
AST-ENG-0278,TrackSegment,ENGINEERING,SEC-BRC-ADI,KM-167/4,4,2008-08-31,17.5,61.9,38.5,2025-11-14
AST-S_A-0279,SignalPost,S_AND_T,SEC-PRYJ-DDU,KM-275/5,1,2020-03-01,6.0,84.0,18.1,2025-11-10
AST-ENG-0280,TurnoutSwitch,ENGINEERING,SEC-GZB-CNB,KM-229/29,3,2018-12-19,7.2,78.0,58.6,2025-12-24
AST-S_A-0281,PointMachine,S_AND_T,SEC-BRC-ADI,KM-245/26,3,2014-08-31,11.5,79.5,72.8,2025-05-16
AST-ENG-0282,CrossoverPoint,ENGINEERING,SEC-CNB-PRYJ,KM-244/18,4,2010-08-31,15.5,65.3,38.0,2025-07-04
AST-TRA-0283,SectionInsulator,TRACTION,SEC-NDLS-GZB,KM-248/25,3,2006-03-01,20.0,71.8,22.8,2025-12-03
AST-TRA-0284,ContactWireSegment,TRACTION,SEC-DDU-PNBE,KM-305/14,2,2012-01-24,14.1,75.6,18.5,2025-07-31
AST-S_A-0285,AxleCounter,S_AND_T,SEC-DDU-PNBE,KM-45/17,3,2016-03-01,10.0,71.0,87.8,2025-10-30
AST-ENG-0286,TrackSegment,ENGINEERING,SEC-PRYJ-DDU,KM-92/5,4,1999-10-07,26.4,44.1,55.4,2025-05-10
AST-TRA-0287,SubstationTransformer,TRACTION,SEC-DDU-PNBE,KM-156/22,5,2020-08-31,5.5,93.0,24.4,2025-06-24
AST-TRA-0288,SectionInsulator,TRACTION,SEC-ST-BRC,KM-246/26,3,2015-07-26,10.6,82.7,37.0,2025-09-26
AST-TRA-0289,ContactWireSegment,TRACTION,SEC-PRYJ-DDU,KM-29/13,3,2022-03-01,4.0,86.2,49.9,2025-09-14
AST-TRA-0290,SectionInsulator,TRACTION,SEC-NDLS-GZB,KM-362/20,3,2009-05-13,16.8,67.4,47.9,2025-11-10
AST-TRA-0291,SubstationTransformer,TRACTION,SEC-PRYJ-DDU,KM-372/6,3,2009-05-13,16.8,66.5,11.9,2025-12-01
AST-ENG-0292,TrackSegment,ENGINEERING,SEC-ST-BRC,KM-103/5,5,2022-08-31,3.5,81.7,38.0,2025-12-28
AST-S_A-0293,AxleCounter,S_AND_T,SEC-GZB-CNB,KM-10/28,3,2017-05-13,8.8,76.7,31.9,2025-07-12
AST-ENG-0294,BridgeExpansionJoint,ENGINEERING,SEC-HWH-KGP,KM-109/19,3,2010-10-07,15.4,69.3,54.5,2025-12-30
AST-S_A-0295,TrackCircuit,S_AND_T,SEC-HWH-KGP,KM-50/13,5,2020-03-01,6.0,76.8,59.7,2026-01-25
AST-ENG-0296,BridgeExpansionJoint,ENGINEERING,SEC-NDLS-GZB,KM-122/18,5,2020-11-12,5.3,88.3,36.7,2025-12-27
AST-ENG-0297,TurnoutSwitch,ENGINEERING,SEC-NDLS-GZB,KM-66/18,3,2009-06-19,16.7,75.1,19.0,2025-10-05
AST-TRA-0298,ContactWireSegment,TRACTION,SEC-GZB-CNB,KM-385/28,4,2007-11-12,18.3,64.9,52.9,2026-01-05
AST-TRA-0299,SectionInsulator,TRACTION,SEC-ST-BRC,KM-70/21,5,2021-07-25,4.6,88.4,48.9,2025-08-20
AST-ENG-0300,FishplatedJoint,ENGINEERING,SEC-MAS-RU,KM-197/24,1,2008-01-24,18.1,66.7,48.9,2025-12-27
