history_id,asset_id,section_id,department,maintenance_type,completed_date,duration_hours,cost,failure_occurred_after_days
HIST-000219,AST-TRA-0095,SEC-PRYJ-DDU,TRACTION,SectionInsulatorAdjust,2024-05-15,1.9,24308.63,89
HIST-000220,AST-TRA-0095,SEC-PRYJ-DDU,TRACTION,SectionInsulatorAdjust,2025-08-06,3.9,108875.77,347
HIST-000221,AST-TRA-0096,SEC-BCT-ST,TRACTION,SectionInsulatorAdjust,2024-06-03,2.8,36315.75,118
HIST-000222,AST-ENG-0097,SEC-BCT-ST,ENGINEERING,BallastCleaning,2026-01-27,2.5,145916.15,262
HIST-000223,AST-ENG-0097,SEC-BCT-ST,ENGINEERING,SwitchOverhaul,2025-03-18,3.5,102823.58,164
HIST-000224,AST-ENG-0098,SEC-PRYJ-DDU,ENGINEERING,SwitchOverhaul,2026-01-29,2.2,65656.54,242
HIST-000225,AST-ENG-0098,SEC-PRYJ-DDU,ENGINEERING,SwitchOverhaul,2025-08-01,3.2,64768.44,93
HIST-000226,AST-ENG-0098,SEC-PRYJ-DDU,ENGINEERING,JointWelding,2025-10-10,2.5,138245.25,206
HIST-000227,AST-S_A-0099,SEC-GZB-CNB,S_AND_T,AxleCounterCalibration,2025-02-06,2.7,126704.02,322
HIST-000228,AST-S_A-0099,SEC-GZB-CNB,S_AND_T,SignalTesting,2024-07-13,2.4,25553.75,71
HIST-000229,AST-S_A-0099,SEC-GZB-CNB,S_AND_T,SignalTesting,2026-01-09,3.7,99389.86,339
HIST-000230,AST-S_A-0099,SEC-GZB-CNB,S_AND_T,AxleCounterCalibration,2024-08-27,3.2,101223.2,346
HIST-000231,AST-S_A-0100,SEC-BRC-ADI,S_AND_T,AxleCounterCalibration,2025-03-03,3.7,52932.04,334
HIST-000232,AST-S_A-0100,SEC-BRC-ADI,S_AND_T,SignalTesting,2024-04-16,2.7,134076.69,55
HIST-000233,AST-S_A-0100,SEC-BRC-ADI,S_AND_T,SignalTesting,2024-05-28,1.9,64333.15,57
HIST-000234,AST-S_A-0100,SEC-BRC-ADI,S_AND_T,CableMeggering,2025-04-19,4.0,77652.1,343
HIST-000235,AST-S_A-0101,SEC-DDU-PNBE,S_AND_T,RelayInterlockingInspection,2024-04-19,4.1,48217.69,250
HIST-000236,AST-TRA-0102,SEC-PRYJ-DDU,TRACTION,TransformerOilFiltration,2025-03-09,1.5,110236.18,54
HIST-000237,AST-ENG-0103,SEC-CNB-PRYJ,ENGINEERING,JointWelding,2025-11-12,3.6,19351.67,220
HIST-000238,AST-ENG-0103,SEC-CNB-PRYJ,ENGINEERING,BallastCleaning,2024-10-24,3.6,135113.68,65
HIST-000239,AST-ENG-0103,SEC-CNB-PRYJ,ENGINEERING,RailGrinding,2025-07-14,4.0,102835.73,356
HIST-000240,AST-ENG-0103,SEC-CNB-PRYJ,ENGINEERING,RailGrinding,2025-12-01,3.6,125186.09,210
HIST-000241,AST-TRA-0104,SEC-CNB-PRYJ,TRACTION,CatenaryRetensioning,2025-08-08,4.2,80542.69,309
HIST-000242,AST-TRA-0104,SEC-CNB-PRYJ,TRACTION,ContactWireReplacement,2024-10-03,3.8,126642.6,212
HIST-000243,AST-TRA-0105,SEC-HWH-KGP,TRACTION,SectionInsulatorAdjust,2026-01-15,2.5,138877.84,70
HIST-000244,AST-TRA-0105,SEC-HWH-KGP,TRACTION,ContactWireReplacement,2025-03-27,4.2,77428.58,74
HIST-000245,AST-TRA-0105,SEC-HWH-KGP,TRACTION,TransformerOilFiltration,2025-07-21,3.2,63665.38,333
HIST-000246,AST-TRA-0105,SEC-HWH-KGP,TRACTION,OHE_Inspection,2025-07-17,1.8,33806.89,271
HIST-000247,AST-ENG-0106,SEC-BCT-ST,ENGINEERING,SwitchOverhaul,2024-10-15,2.4,23846.23,196
HIST-000248,AST-ENG-0106,SEC-BCT-ST,ENGINEERING,TrackTamping,2025-08-06,4.5,68053.23,175
HIST-000249,AST-ENG-0107,SEC-DDU-PNBE,ENGINEERING,RailGrinding,2025-12-02,4.3,121203.92,230
HIST-000250,AST-ENG-0107,SEC-DDU-PNBE,ENGINEERING,JointWelding,2025-07-30,4.3,100933.37,110
HIST-000251,AST-S_A-0108,SEC-BRC-ADI,S_AND_T,SignalTesting,2025-09-23,4.0,130696.44,221
HIST-000252,AST-S_A-0108,SEC-BRC-ADI,S_AND_T,AxleCounterCalibration,2024-05-26,3.9,41335.85,198
HIST-000253,AST-S_A-0108,SEC-BRC-ADI,S_AND_T,RelayInterlockingInspection,2025-05-28,2.6,95483.44,273
HIST-000254,AST-S_A-0108,SEC-BRC-ADI,S_AND_T,SignalTesting,2024-11-04,2.1,58427.87,156
HIST-000255,AST-ENG-0109,SEC-NDLS-GZB,ENGINEERING,TrackTamping,2024-11-12,3.7,32082.44,261
HIST-000256,AST-ENG-0109,SEC-NDLS-GZB,ENGINEERING,JointWelding,2025-06-10,3.6,19118.19,343
HIST-000257,AST-ENG-0109,SEC-NDLS-GZB,ENGINEERING,SwitchOverhaul,2025-06-20,2.6,30851.28,194
HIST-000258,AST-S_A-0110,SEC-DDU-PNBE,S_AND_T,CableMeggering,2025-09-14,1.8,50950.52,52
HIST-000259,AST-S_A-0110,SEC-DDU-PNBE,S_AND_T,CableMeggering,2024-12-26,3.1,72307.22,341
HIST-000260,AST-S_A-0110,SEC-DDU-PNBE,S_AND_T,SignalTesting,2024-11-13,1.9,45054.15,218
HIST-000261,AST-S_A-0110,SEC-DDU-PNBE,S_AND_T,PointMachineOverhaul,2025-12-06,3.3,77319.29,82
HIST-000262,AST-ENG-0111,SEC-CNB-PRYJ,ENGINEERING,BallastCleaning,2025-09-19,4.4,57416.12,360
HIST-000263,AST-ENG-0111,SEC-CNB-PRYJ,ENGINEERING,TrackTamping,2025-02-16,3.6,113589.19,198
HIST-000264,AST-ENG-0112,SEC-HWH-KGP,ENGINEERING,RailGrinding,2024-09-29,2.8,124508.58,109
HIST-000265,AST-ENG-0112,SEC-HWH-KGP,ENGINEERING,RailGrinding,2024-05-31,4.5,64246.21,281
HIST-000266,AST-ENG-0112,SEC-HWH-KGP,ENGINEERING,SwitchOverhaul,2025-03-03,2.8,129160.23,196
HIST-000267,AST-ENG-0112,SEC-HWH-KGP,ENGINEERING,TrackTamping,2025-10-24,3.2,98511.21,306
HIST-000268,AST-ENG-0113,SEC-BRC-ADI,ENGINEERING,SwitchOverhaul,2024-12-24,4.4,132742.64,359
HIST-000269,AST-ENG-0113,SEC-BRC-ADI,ENGINEERING,TrackTamping,2025-06-11,4.4,49721.62,320
HIST-000270,AST-ENG-0113,SEC-BRC-ADI,ENGINEERING,SwitchOverhaul,2025-06-07,2.3,102691.58,56
HIST-000271,AST-ENG-0113,SEC-BRC-ADI,ENGINEERING,TrackTamping,2025-11-29,2.8,94286.47,279
HIST-000272,AST-ENG-0114,SEC-CNB-PRYJ,ENGINEERING,BallastCleaning,2026-01-13,3.0,99408.89,267
HIST-000273,AST-ENG-0115,SEC-NDLS-GZB,ENGINEERING,JointWelding,2025-07-03,2.8,142437.18,91
HIST-000274,AST-ENG-0115,SEC-NDLS-GZB,ENGINEERING,RailGrinding,2024-10-17,3.5,21728.88,360
HIST-000275,AST-ENG-0115,SEC-NDLS-GZB,ENGINEERING,BallastCleaning,2024-10-06,2.9,64646.67,121
HIST-000276,AST-ENG-0115,SEC-NDLS-GZB,ENGINEERING,TrackTamping,2025-09-07,2.5,62266.87,265
HIST-000277,AST-ENG-0116,SEC-DDU-PNBE,ENGINEERING,JointWelding,2025-09-23,2.9,138447.53,283
HIST-000278,AST-ENG-0116,SEC-DDU-PNBE,ENGINEERING,TrackTamping,2025-03-27,2.2,70014.89,79
HIST-000279,AST-ENG-0116,SEC-DDU-PNBE,ENGINEERING,RailGrinding,2025-12-30,4.1,106617.16,362
HIST-000280,AST-TRA-0117,SEC-PRYJ-DDU,TRACTION,TransformerOilFiltration,2025-05-14,2.7,97645.98,182
HIST-000281,AST-TRA-0117,SEC-PRYJ-DDU,TRACTION,CatenaryRetensioning,2025-11-08,2.4,38109.92,97
HIST-000282,AST-TRA-0117,SEC-PRYJ-DDU,TRACTION,SectionInsulatorAdjust,2025-05-24,1.6,36623.96,173
HIST-000283,AST-ENG-0118,SEC-NDLS-GZB,ENGINEERING,JointWelding,2024-04-25,3.0,81874.96,229
HIST-000284,AST-ENG-0118,SEC-NDLS-GZB,ENGINEERING,RailGrinding,2024-08-30,2.8,28476.76,56
HIST-000285,AST-ENG-0118,SEC-NDLS-GZB,ENGINEERING,BallastCleaning,2024-12-16,4.5,116740.49,85
HIST-000286,AST-ENG-0118,SEC-NDLS-GZB,ENGINEERING,BallastCleaning,2024-04-11,3.3,116819.81,283
HIST-000287,AST-ENG-0119,SEC-PRYJ-DDU,ENGINEERING,SwitchOverhaul,2024-11-15,2.4,85224.04,193
HIST-000288,AST-ENG-0119,SEC-PRYJ-DDU,ENGINEERING,RailGrinding,2024-11-30,3.0,34728.28,171
HIST-000289,AST-ENG-0120,SEC-BRC-ADI,ENGINEERING,RailGrinding,2025-07-27,2.4,82368.8,195
HIST-000290,AST-ENG-0120,SEC-BRC-ADI,ENGINEERING,BallastCleaning,2025-10-14,2.8,62557.7,352
HIST-000291,AST-ENG-0120,SEC-BRC-ADI,ENGINEERING,TrackTamping,2026-01-13,4.0,99487.58,342
HIST-000292,AST-ENG-0121,SEC-ST-BRC,ENGINEERING,RailGrinding,2025-08-13,3.7,142639.07,292
HIST-000293,AST-ENG-0121,SEC-ST-BRC,ENGINEERING,SwitchOverhaul,2025-05-20,1.8,15858.87,88
HIST-000294,AST-ENG-0122,SEC-HWH-KGP,ENGINEERING,JointWelding,2024-09-19,4.5,120866.63,359
HIST-000295,AST-ENG-0122,SEC-HWH-KGP,ENGINEERING,TrackTamping,2024-10-03,4.4,59254.81,68
HIST-000296,AST-ENG-0122,SEC-HWH-KGP,ENGINEERING,TrackTamping,2025-06-21,1.6,126478.91,264
HIST-000297,AST-ENG-0122,SEC-HWH-KGP,ENGINEERING,JointWelding,2024-06-03,3.8,120526.33,129
HIST-000298,AST-ENG-0123,SEC-MAS-RU,ENGINEERING,TrackTamping,2024-05-18,3.9,95616.34,290
HIST-000299,AST-ENG-0123,SEC-MAS-RU,ENGINEERING,SwitchOverhaul,2024-05-31,2.4,63688.58,82
HIST-000300,AST-ENG-0124,SEC-HWH-KGP,ENGINEERING,TrackTamping,2024-10-30,4.4,54879.97,297
HIST-000301,AST-ENG-0125,SEC-MAS-RU,ENGINEERING,BallastCleaning,2025-03-06,2.3,65490.47,54
HIST-000302,AST-ENG-0125,SEC-MAS-RU,ENGINEERING,BallastCleaning,2025-09-26,2.9,64204.13,172
HIST-000303,AST-ENG-0125,SEC-MAS-RU,ENGINEERING,TrackTamping,2024-12-08,2.2,61288.24,310
HIST-000304,AST-ENG-0125,SEC-MAS-RU,ENGINEERING,SwitchOverhaul,2025-01-05,3.8,126428.58,107
HIST-000305,AST-TRA-0126,SEC-MAS-RU,TRACTION,TransformerOilFiltration,2025-06-05,4.2,67913.31,238
HIST-000306,AST-ENG-0127,SEC-PRYJ-DDU,ENGINEERING,JointWelding,2025-05-05,1.8,110256.27,115
HIST-000307,AST-ENG-0127,SEC-PRYJ-DDU,ENGINEERING,RailGrinding,2024-07-10,3.6,78414.66,93
HIST-000308,AST-S_A-0128,SEC-DDU-PNBE,S_AND_T,AxleCounterCalibration,2024-07-08,4.1,23691.99,335
HIST-000309,AST-S_A-0128,SEC-DDU-PNBE,S_AND_T,RelayInterlockingInspection,2024-10-02,4.3,98882.04,270
HIST-000310,AST-S_A-0128,SEC-DDU-PNBE,S_AND_T,SignalTesting,2024-12-24,4.1,21264.48,59
HIST-000311,AST-ENG-0129,SEC-GZB-CNB,ENGINEERING,JointWelding,2025-07-04,4.3,148906.57,341
HIST-000312,AST-ENG-0129,SEC-GZB-CNB,ENGINEERING,BallastCleaning,2025-04-06,2.0,80872.51,105
HIST-000313,AST-S_A-0130,SEC-PRYJ-DDU,S_AND_T,CableMeggering,2024-12-21,3.2,69608.3,103
HIST-000314,AST-TRA-0131,SEC-NDLS-GZB,TRACTION,TransformerOilFiltration,2024-05-13,4.1,109959.8,71
HIST-000315,AST-ENG-0132,SEC-HWH-KGP,ENGINEERING,TrackTamping,2025-09-06,2.7,28685.64,277
HIST-000316,AST-TRA-0133,SEC-HWH-KGP,TRACTION,SectionInsulatorAdjust,2025-11-04,1.8,121387.76,323
HIST-000317,AST-TRA-0133,SEC-HWH-KGP,TRACTION,OHE_Inspection,2025-05-29,3.2,16805.24,123
HIST-000318,AST-TRA-0133,SEC-HWH-KGP,TRACTION,TransformerOilFiltration,2024-08-24,4.0,140287.78,224
HIST-000319,AST-TRA-0133,SEC-HWH-KGP,TRACTION,CatenaryRetensioning,2025-06-15,2.2,90628.76,250
HIST-000320,AST-S_A-0134,SEC-DDU-PNBE,S_AND_T,CableMeggering,2025-08-13,2.0,142066.4,227
HIST-000321,AST-S_A-0135,SEC-NDLS-GZB,S_AND_T,CableMeggering,2024-06-15,3.8,27893.06,152
HIST-000322,AST-S_A-0135,SEC-NDLS-GZB,S_AND_T,RelayInterlockingInspection,2025-11-07,2.3,33311.64,150
HIST-000323,AST-ENG-0136,SEC-HWH-KGP,ENGINEERING,BallastCleaning,2024-04-19,3.1,85271.52,351
HIST-000324,AST-ENG-0136,SEC-HWH-KGP,ENGINEERING,BallastCleaning,2025-12-22,3.3,99221.73,61
HIST-000325,AST-ENG-0136,SEC-HWH-KGP,ENGINEERING,TrackTamping,2025-04-14,2.6,97734.92,165
HIST-000326,AST-TRA-0137,SEC-HWH-KGP,TRACTION,CatenaryRetensioning,2025-10-14,2.8,89014.8,45
HIST-000327,AST-TRA-0137,SEC-HWH-KGP,TRACTION,SectionInsulatorAdjust,2025-01-08,1.7,15570.5,144
HIST-000328,AST-TRA-0137,SEC-HWH-KGP,TRACTION,CatenaryRetensioning,2025-01-05,2.1,100084.38,49
HIST-000329,AST-ENG-0138,SEC-GZB-CNB,ENGINEERING,RailGrinding,2026-01-30,4.0,109284.22,280
HIST-000330,AST-ENG-0138,SEC-GZB-CNB,ENGINEERING,TrackTamping,2026-01-15,3.0,61847.6,293
HIST-000331,AST-ENG-0138,SEC-GZB-CNB,ENGINEERING,SwitchOverhaul,2024-10-31,3.6,56929.41,294
HIST-000332,AST-S_A-0139,SEC-BCT-ST,S_AND_T,RelayInterlockingInspection,2025-12-18,3.3,24433.85,281
HIST-000333,AST-S_A-0139,SEC-BCT-ST,S_AND_T,SignalTesting,2025-07-27,3.4,84223.09,188
HIST-000334,AST-S_A-0139,SEC-BCT-ST,S_AND_T,RelayInterlockingInspection,2026-01-10,2.3,109791.19,175
HIST-000335,AST-S_A-0139,SEC-BCT-ST,S_AND_T,CableMeggering,2024-08-01,3.8,134948.45,289
HIST-000336,AST-S_A-0140,SEC-ST-BRC,S_AND_T,SignalTesting,2025-12-05,4.4,92442.84,268
HIST-000337,AST-S_A-0140,SEC-ST-BRC,S_AND_T,PointMachineOverhaul,2024-07-03,4.5,38581.43,91
HIST-000338,AST-S_A-0140,SEC-ST-BRC,S_AND_T,SignalTesting,2025-06-20,2.9,71548.26,100
HIST-000339,AST-S_A-0140,SEC-ST-BRC,S_AND_T,AxleCounterCalibration,2024-04-20,4.3,79573.79,284
HIST-000340,AST-ENG-0141,SEC-ST-BRC,ENGINEERING,JointWelding,2024-06-28,4.0,47362.47,357
HIST-000341,AST-ENG-0141,SEC-ST-BRC,ENGINEERING,RailGrinding,2026-01-22,4.0,89634.77,246
HIST-000342,AST-ENG-0141,SEC-ST-BRC,ENGINEERING,RailGrinding,2025-11-08,3.7,105387.8,155
HIST-000343,AST-S_A-0142,SEC-NDLS-GZB,S_AND_T,CableMeggering,2024-06-24,3.9,105173.53,104
HIST-000344,AST-S_A-0142,SEC-NDLS-GZB,S_AND_T,RelayInterlockingInspection,2024-11-11,3.1,77629.42,256
HIST-000345,AST-S_A-0142,SEC-NDLS-GZB,S_AND_T,RelayInterlockingInspection,2024-08-30,3.3,81147.38,273
HIST-000346,AST-ENG-0143,SEC-GZB-CNB,ENGINEERING,SwitchOverhaul,2025-05-17,3.4,61203.54,269
HIST-000347,AST-ENG-0144,SEC-BRC-ADI,ENGINEERING,RailGrinding,2025-12-27,4.4,131127.18,293
HIST-000348,AST-ENG-0144,SEC-BRC-ADI,ENGINEERING,JointWelding,2025-01-20,3.7,86243.3,173
HIST-000349,AST-TRA-0145,SEC-BRC-ADI,TRACTION,OHE_Inspection,2024-04-17,1.6,91762.49,62
HIST-000350,AST-TRA-0145,SEC-BRC-ADI,TRACTION,ContactWireReplacement,2025-05-04,3.3,120492.11,220
HIST-000351,AST-TRA-0146,SEC-GZB-CNB,TRACTION,TransformerOilFiltration,2025-08-21,3.6,127571.58,131
HIST-000352,AST-S_A-0147,SEC-ST-BRC,S_AND_T,PointMachineOverhaul,2024-10-09,3.3,76359.8,344
HIST-000353,AST-S_A-0147,SEC-ST-BRC,S_AND_T,SignalTesting,2024-08-31,2.3,116843.04,222
HIST-000354,AST-ENG-0148,SEC-DDU-PNBE,ENGINEERING,BallastCleaning,2025-02-18,3.2,143023.21,101
HIST-000355,AST-ENG-0148,SEC-DDU-PNBE,ENGINEERING,SwitchOverhaul,2025-02-14,2.4,110967.88,172
HIST-000356,AST-TRA-0149,SEC-PRYJ-DDU,TRACTION,TransformerOilFiltration,2025-10-26,3.1,48397.77,165
HIST-000357,AST-TRA-0149,SEC-PRYJ-DDU,TRACTION,ContactWireReplacement,2025-06-11,2.3,123138.65,346
HIST-000358,AST-ENG-0150,SEC-ST-BRC,ENGINEERING,TrackTamping,2024-11-09,1.9,42617.05,215
HIST-000359,AST-ENG-0150,SEC-ST-BRC,ENGINEERING,TrackTamping,2026-01-06,3.3,146406.73,168
HIST-000360,AST-ENG-0151,SEC-ST-BRC,ENGINEERING,TrackTamping,2025-06-13,2.3,36229.76,167
HIST-000361,AST-ENG-0151,SEC-ST-BRC,ENGINEERING,RailGrinding,2024-04-17,2.1,98818.16,120
HIST-000362,AST-ENG-0151,SEC-ST-BRC,ENGINEERING,BallastCleaning,2024-05-19,2.2,105499.26,360
HIST-000363,AST-ENG-0151,SEC-ST-BRC,ENGINEERING,TrackTamping,2025-11-27,1.7,64257.21,51
HIST-000364,AST-TRA-0152,SEC-BCT-ST,TRACTION,SectionInsulatorAdjust,2024-04-17,3.8,58401.93,220
HIST-000365,AST-TRA-0152,SEC-BCT-ST,TRACTION,SectionInsulatorAdjust,2024-04-10,4.4,63297.72,348
HIST-000366,AST-TRA-0153,SEC-NDLS-GZB,TRACTION,SectionInsulatorAdjust,2025-11-10,3.7,49042.58,357
HIST-000367,AST-TRA-0153,SEC-NDLS-GZB,TRACTION,OHE_Inspection,2024-11-26,4.4,137131.13,208
HIST-000368,AST-TRA-0153,SEC-NDLS-GZB,TRACTION,ContactWireReplacement,2024-12-23,4.3,134449.69,180
HIST-000369,AST-TRA-0153,SEC-NDLS-GZB,TRACTION,SectionInsulatorAdjust,2024-12-31,2.0,25378.02,71
HIST-000370,AST-S_A-0154,SEC-GZB-CNB,S_AND_T,RelayInterlockingInspection,2025-11-19,2.1,108265.37,357
HIST-000371,AST-S_A-0154,SEC-GZB-CNB,S_AND_T,RelayInterlockingInspection,2024-09-30,3.4,42905.04,342
HIST-000372,AST-S_A-0154,SEC-GZB-CNB,S_AND_T,CableMeggering,2025-01-07,3.2,40131.93,245
HIST-000373,AST-ENG-0155,SEC-GZB-CNB,ENGINEERING,TrackTamping,2024-10-03,3.3,73895.01,68
HIST-000374,AST-ENG-0155,SEC-GZB-CNB,ENGINEERING,RailGrinding,2025-11-02,3.9,38745.5,213
HIST-000375,AST-TRA-0156,SEC-BCT-ST,TRACTION,CatenaryRetensioning,2024-07-27,2.6,56195.65,339
HIST-000376,AST-TRA-0156,SEC-BCT-ST,TRACTION,CatenaryRetensioning,2025-10-30,3.4,19290.78,338
HIST-000377,AST-TRA-0156,SEC-BCT-ST,TRACTION,TransformerOilFiltration,2024-08-01,1.8,92456.34,78
HIST-000378,AST-TRA-0156,SEC-BCT-ST,TRACTION,OHE_Inspection,2025-02-23,3.9,50412.82,71
HIST-000379,AST-TRA-0157,SEC-MAS-RU,TRACTION,OHE_Inspection,2025-02-02,4.4,81664.58,249
HIST-000380,AST-TRA-0157,SEC-MAS-RU,TRACTION,CatenaryRetensioning,2025-12-07,2.6,130754.02,139
HIST-000381,AST-TRA-0158,SEC-GZB-CNB,TRACTION,SectionInsulatorAdjust,2025-08-21,1.8,148116.8,324
HIST-000382,AST-ENG-0159,SEC-BCT-ST,ENGINEERING,BallastCleaning,2025-07-29,3.1,95699.61,57
HIST-000383,AST-ENG-0159,SEC-BCT-ST,ENGINEERING,RailGrinding,2025-07-30,3.6,85885.33,260
HIST-000384,AST-ENG-0159,SEC-BCT-ST,ENGINEERING,TrackTamping,2025-02-21,4.3,30531.09,97
HIST-000385,AST-ENG-0159,SEC-BCT-ST,ENGINEERING,TrackTamping,2024-12-05,1.9,17772.67,77
HIST-000386,AST-ENG-0160,SEC-PRYJ-DDU,ENGINEERING,RailGrinding,2025-06-01,3.1,106062.79,249
HIST-000387,AST-ENG-0160,SEC-PRYJ-DDU,ENGINEERING,SwitchOverhaul,2024-12-08,1.9,22740.55,190
HIST-000388,AST-ENG-0160,SEC-PRYJ-DDU,ENGINEERING,JointWelding,2024-12-08,3.2,48177.93,254
HIST-000389,AST-ENG-0161,SEC-DDU-PNBE,ENGINEERING,RailGrinding,2024-08-05,3.4,31255.56,69
HIST-000390,AST-ENG-0161,SEC-DDU-PNBE,ENGINEERING,SwitchOverhaul,2026-01-15,2.8,111943.91,283
HIST-000391,AST-ENG-0161,SEC-DDU-PNBE,ENGINEERING,TrackTamping,2025-12-27,1.9,107121.52,222
HIST-000392,AST-S_A-0162,SEC-CNB-PRYJ,S_AND_T,RelayInterlockingInspection,2025-11-11,3.6,23576.81,68
HIST-000393,AST-S_A-0162,SEC-CNB-PRYJ,S_AND_T,PointMachineOverhaul,2024-04-27,4.0,124307.92,153
HIST-000394,AST-TRA-0163,SEC-NDLS-GZB,TRACTION,ContactWireReplacement,2026-01-22,3.1,119401.89,364
HIST-000395,AST-TRA-0163,SEC-NDLS-GZB,TRACTION,SectionInsulatorAdjust,2025-10-31,1.8,138288.83,276
HIST-000396,AST-TRA-0163,SEC-NDLS-GZB,TRACTION,SectionInsulatorAdjust,2025-07-17,3.0,80438.45,118
HIST-000397,AST-TRA-0163,SEC-NDLS-GZB,TRACTION,CatenaryRetensioning,2025-10-01,3.7,88027.39,155
HIST-000398,AST-S_A-0164,SEC-DDU-PNBE,S_AND_T,RelayInterlockingInspection,2025-02-10,3.6,67924.58,107
HIST-000399,AST-S_A-0165,SEC-DDU-PNBE,S_AND_T,AxleCounterCalibration,2025-09-30,3.0,86284.95,347
HIST-000400,AST-S_A-0165,SEC-DDU-PNBE,S_AND_T,CableMeggering,2025-01-03,2.6,142307.79,121
HIST-000401,AST-S_A-0165,SEC-DDU-PNBE,S_AND_T,CableMeggering,2024-10-22,2.2,21987.02,247
HIST-000402,AST-S_A-0165,SEC-DDU-PNBE,S_AND_T,AxleCounterCalibration,2025-10-21,1.5,24585.34,90
HIST-000403,AST-TRA-0166,SEC-MAS-RU,TRACTION,SectionInsulatorAdjust,2024-05-23,2.0,113887.56,170
HIST-000404,AST-TRA-0166,SEC-MAS-RU,TRACTION,CatenaryRetensioning,2024-05-04,3.9,109596.2,282
HIST-000405,AST-TRA-0166,SEC-MAS-RU,TRACTION,ContactWireReplacement,2024-05-11,2.6,143151.04,187
HIST-000406,AST-TRA-0167,SEC-BCT-ST,TRACTION,SectionInsulatorAdjust,2024-04-13,4.4,46243.98,277
HIST-000407,AST-TRA-0167,SEC-BCT-ST,TRACTION,ContactWireReplacement,2025-06-29,1.6,92114.58,251
HIST-000408,AST-TRA-0167,SEC-BCT-ST,TRACTION,CatenaryRetensioning,2024-11-08,3.3,54878.09,310
HIST-000409,AST-ENG-0168,SEC-DDU-PNBE,ENGINEERING,TrackTamping,2025-09-30,4.2,28623.53,331
HIST-000410,AST-ENG-0168,SEC-DDU-PNBE,ENGINEERING,SwitchOverhaul,2024-07-01,2.8,82589.34,204
HIST-000411,AST-ENG-0168,SEC-DDU-PNBE,ENGINEERING,RailGrinding,2025-08-25,2.9,129712.18,329
HIST-000412,AST-TRA-0169,SEC-PRYJ-DDU,TRACTION,OHE_Inspection,2025-07-13,3.5,130673.03,185
HIST-000413,AST-TRA-0169,SEC-PRYJ-DDU,TRACTION,OHE_Inspection,2024-07-30,1.6,140707.87,181
HIST-000414,AST-TRA-0169,SEC-PRYJ-DDU,TRACTION,ContactWireReplacement,2025-02-02,2.6,117534.52,234
HIST-000415,AST-TRA-0169,SEC-PRYJ-DDU,TRACTION,TransformerOilFiltration,2025-08-07,1.7,114996.01,312
HIST-000416,AST-S_A-0170,SEC-HWH-KGP,S_AND_T,CableMeggering,2024-04-23,4.3,132552.92,363
HIST-000417,AST-S_A-0170,SEC-HWH-KGP,S_AND_T,PointMachineOverhaul,2025-01-29,4.4,140266.04,222
HIST-000418,AST-ENG-0171,SEC-BRC-ADI,ENGINEERING,BallastCleaning,2025-12-12,1.8,94735.6,124
HIST-000419,AST-ENG-0171,SEC-BRC-ADI,ENGINEERING,BallastCleaning,2024-10-18,2.7,92397.04,174
HIST-000420,AST-ENG-0171,SEC-BRC-ADI,ENGINEERING,TrackTamping,2025-08-02,4.4,54137.27,237
HIST-000421,AST-S_A-0172,SEC-ST-BRC,S_AND_T,SignalTesting,2024-06-03,4.1,131533.0,203
HIST-000422,AST-S_A-0173,SEC-GZB-CNB,S_AND_T,SignalTesting,2026-01-25,2.8,40070.06,179
HIST-000423,AST-TRA-0174,SEC-HWH-KGP,TRACTION,OHE_Inspection,2024-11-05,3.1,66676.86,316
HIST-000424,AST-TRA-0174,SEC-HWH-KGP,TRACTION,ContactWireReplacement,2025-03-25,2.0,44738.0,180
HIST-000425,AST-TRA-0174,SEC-HWH-KGP,TRACTION,OHE_Inspection,2025-06-10,1.8,147015.8,46
HIST-000426,AST-TRA-0175,SEC-MAS-RU,TRACTION,ContactWireReplacement,2025-03-01,1.9,116947.17,233
HIST-000427,AST-TRA-0175,SEC-MAS-RU,TRACTION,SectionInsulatorAdjust,2024-05-21,3.3,124786.44,297
HIST-000428,AST-S_A-0176,SEC-BRC-ADI,S_AND_T,SignalTesting,2025-05-05,3.9,15232.83,320
HIST-000429,AST-S_A-0176,SEC-BRC-ADI,S_AND_T,AxleCounterCalibration,2024-11-20,2.3,26641.44,239
HIST-000430,AST-S_A-0176,SEC-BRC-ADI,S_AND_T,SignalTesting,2024-07-13,3.7,148405.94,47
HIST-000431,AST-TRA-0177,SEC-BRC-ADI,TRACTION,OHE_Inspection,2025-03-14,3.3,123634.21,163
HIST-000432,AST-ENG-0178,SEC-BCT-ST,ENGINEERING,RailGrinding,2025-08-23,3.3,141883.78,125
HIST-000433,AST-ENG-0179,SEC-ST-BRC,ENGINEERING,TrackTamping,2025-07-15,4.5,38789.99,165
HIST-000434,AST-ENG-0179,SEC-ST-BRC,ENGINEERING,TrackTamping,2026-01-27,3.3,18276.04,184
HIST-000435,AST-ENG-0179,SEC-ST-BRC,ENGINEERING,RailGrinding,2025-10-02,3.5,83907.41,244
HIST-000436,AST-ENG-0180,SEC-PRYJ-DDU,ENGINEERING,TrackTamping,2025-05-18,3.4,123470.08,229
HIST-000437,AST-ENG-0180,SEC-PRYJ-DDU,ENGINEERING,SwitchOverhaul,2026-01-05,3.5,135721.4,177
HIST-000438,AST-S_A-0181,SEC-BRC-ADI,S_AND_T,SignalTesting,2024-12-12,4.4,135385.21,167
